place_id,nama_wisata,kabupaten,provinsi,kabupaten_gmaps,provinsi_gmaps,kab_dari_teks,alamat_gmaps,lat_gmaps,lon_gmaps,status_gmaps
ChIJ_yfHVgC7hzIRwCmJeshkYQ8,JG Mangrove Park Desa Palaes,Kabupaten Minahasa Utara,Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,,"Palaes, Kec. Likupang Bar., Kabupaten Minahasa Utara, Sulawesi Utara",,,OK_GEO
ChIJqy_sPT-tmS0RDEoueMyNUGo,Air Terjun Lamesou,Kabupaten Konawe Utara,Sulawesi Tenggara,Kabupaten Konawe Utara,Sulawesi Tenggara,,"76V8+HWP, Matapila, Kec. Lasolo, Kabupaten Konawe Utara, Sulawesi Tenggara 93352",,,OK_GEO
ChIJJ_DEDaTFvi0R-kliYn-VVlg,WISATA HUTAN PINUS TANGKALAKA,Kabupaten Gowa,Sulawesi Selatan,Kabupaten Gowa,Sulawesi Selatan,,"Poros bontorappo, Bissoloro, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan 92176",,,OK_GEO
ChIJC4Hv4qTtmC0RNbSSRzl7msE,Air Terjun Amarilis,Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,,"3G6R+6F2, Nii Tanasa, Kec. Lalonggasumeeto, Kabupaten Konawe, Sulawesi Tenggara 93121",,,OK_GEO
ChIJ36ZAPLRRmC0R2onfWbWlVtQ,TELAGA PURI INDAH (TERINDAH),Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,,"46XP+5XG, RT.01/RW.01, Ulu Benua, Amonggedo, Kabupaten Konawe, Sulawesi Tenggara 93461",,,OK_GEO
ChIJv12GpS8JvC0R0ub7Bu49xUU,Pantai Pembuatan perahu phinisi,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,,"F987+VJW, Jl. Pelabuhan, Tanah Lemo, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571",,,OK_GEO
ChIJoYwDGU25uy0Rm-vG_lTndvE,Batulohe Beach,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Kabupaten Kepulauan Selayar,Sulawesi Selatan,,"3G3W+X7X, Balang Butung, Kec. Buki, Kab. Kepulauan Selayar, Sulawesi Selatan",,,OK_GEO
ChIJfWEKES43lC0RXwQ4f5QEYF4,Air Terjun Tattungo,Kabupaten Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Sulawesi Selatan,,"8V2G+58P, Puncak Harapan, Kec. Maiwa, Kabupaten Enrekang, Sulawesi Selatan 91761",,,OK_GEO
ChIJDXkGYInziy0RYQihwZgQhPk,Taman wisata Bulu Tanda Sibedi,Kabupaten Sigi,Sulawesi Tengah,Kabupaten Sigi,Sulawesi Tengah,,"2RJX+887, Sibedi, Kec. Marawola, Kabupaten Sigi, Sulawesi Tengah 94238",,,OK_TEXT
ChIJpeHOPciggy0RBbndmF8miwU,pantai oyama,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai Laut,Sulawesi Tengah,,"Lokotoy, Banggai Utara, Kab. Banggai Laut, Sulawesi Tengah 94891",,,OK_GEO
ChIJF4MtWgCJmC0Rtx7jHnK27PE,JOJO GARDEN KONDA,Kabupaten Konawe Selatan,Sulawesi Tenggara,Kabupaten Konawe Selatan,Sulawesi Tenggara,,"VCMF+MWV, Lamomea, Kec. Konda, Kabupaten Konawe Selatan, Sulawesi Tenggara 93871",,,OK_GEO
ChIJWyHbRt_vly0Rp_27xzaFwp8,Puncak Padamarang,Kabupaten Kolaka,Sulawesi Tenggara,Kabupaten Kolaka,Sulawesi Tenggara,,"Towua I, Kec. Wundulako, Kabupaten Kolaka, Sulawesi Tenggara",,,OK_GEO
ChIJMUzMKogdmC0R8UOd4P2RsTg,Wisata Matawoi Puubenua,Kabupaten Kolaka,Sulawesi Tenggara,Kabupaten Kolaka,Sulawesi Tenggara,,"RMX2+GWF, Unnamed Road, Puubenua, Kec. Baula, Kabupaten Kolaka, Sulawesi Tenggara 93562",,,OK_GEO
ChIJEUWdgBV5oS0RFsSImCFJXEk,Pantai Bone Buton Utara,Kabupaten Buton Utara,Sulawesi Tenggara,Kabupaten Buton Utara,Sulawesi Tenggara,,"557F+8FC, Lemo, Kec. Kulisusu, Kabupaten Buton Utara, Sulawesi Tenggara 93672",,,OK_GEO
ChIJJfN7pPYBvC0RW2iEukShID8,Bonto Massailea,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,,"Desa, Bukit Harapan, Gantarang, Bulukumba Regency, South Sulawesi 92561",,,OK_GEO
ChIJ74Qi37_VfjIROf8tjz31Gyw,Wisata Alam Air Panas,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,,"G49V+RVQ, Pancuran, Kec. Suwawa Sel., Kabupaten Bone Bolango, Gorontalo 96118",,,OK_GEO
ChIJK2cJ8rv9vi0RFdkgkKrqxxg,Hutan Mangrove,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,,"WFF8+59M Jembatan Pelangi Lantebung, Lorong 2, Bira, Kec. Tamalanrea, Sulawesi Selatan 90243",,,OK_GEO
ChIJZVQC6djtiy0RkHpZ8jVuq_k,Makam Dato Karama,Kota Palu,Sulawesi Tengah,Kota Palu,Sulawesi Tengah,,"4V72+3JQ, Jl. Selar, Lere, Kec. Palu Bar., Kota Palu, Sulawesi Tengah 94221",,,OK_TEXT
ChIJqWdDSG16pC0RQmXakxZokMQ,Pantai One Mopute,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton Selatan,"GG2F+2VM, Banabungi, Kec. Kadatua, Kabupaten Buton, Sulawesi Tenggara",,,TEXT_WIN
ChIJfbwR__DrlS0RyzfYM0OpcD8,PINTU GERBANG PERMANDIAN AIR PANAS LEJJA,Kabupaten Soppeng,Sulawesi Selatan,Kabupaten Soppeng,Sulawesi Selatan,,"VV5J+C28, Jl. Poros Lejja, Manorang Salo, Kec. Marioriawa, Kabupaten Soppeng, Sulawesi Selatan 90852",,,OK_GEO
ChIJbTO37zaLmi0RhIDI9Sc7bik,Benteng Fafontofure,Kabupaten Morowali,Sulawesi Tengah,Kabupaten Morowali,Sulawesi Tengah,,"CXCP+332, Bahontobungku, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah",,,OK_GEO
ChIJjTPXyUB3pC0R9NixvkeeIHQ,Goa Lanto,Kota Baubau,Sulawesi Tenggara,Kota Baubau,Sulawesi Tenggara,,"GJQG+WVX, Jl. Anoa, Kadolomoko, Kec. Murhum, Kota Bau-Bau, Sulawesi Tenggara 93716",,,OK_GEO
ChIJkVWcgnFjjS0R13vLuGyY2l4,Pantai Babana,Kabupaten Mamuju Tengah,Sulawesi Barat,Kota Makassar,Sulawesi Selatan,Kabupaten Mamuju Tengah,"W55V+8PV, Selat, Kota Makassar, Sulawesi Selatan",,,TEXT_WIN
ChIJJ-CQMyihiTIR3hBFvfpaUZE,"Danau ""Cinta"" Makalehi",Kabupaten Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,,,,"P5P9+MXR, Kab.Kepl. Sitaro, Sulawsi Utara,, Makalehi, Siau Bar., Kabupaten Siau Tagulandang Biaro, Sulawesi Utara",,,NO_MATCH
ChIJb_3aOyXkji0RiaA1qSz8TUE,Bukit Cinta,Kabupaten Poso,Sulawesi Tengah,Kabupaten Poso,Sulawesi Tengah,,"JQ9C+HG3, Bukit Bambu, Kec. Poso Kota Sel., Kabupaten Poso, Sulawesi Tengah 94615",,,OK_TEXT
ChIJhQx0XwvCky0RkvvctNTKdYI,Tongkonan Buntu,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,,"2WQ3+M97, Tampo Tallunglipu, Kec. Tallunglipu, Kabupaten Toraja Utara, Sulawesi Selatan 91833",,,OK_GEO
ChIJl7emyXbfiy0RbTuEZu1PtAU,Pantai Polindolara Pelawa,Kabupaten Parigi Moutong,Sulawesi Tengah,Kabupaten Parigi Moutong,Sulawesi Tengah,,"64HJ+QVR, Pelawa, Kec. Parigi Tengah, Kabupaten Parigi Moutong, Sulawesi Tengah",,,OK_GEO
ChIJo8CF2fHuoy0R83PIa8cF4_E,Goa Liang Kamoi,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,,"QRXQ+27C, Unnamed Rd, Wakangka, Kec. Kapontori, Kabupaten Buton, Sulawesi Tenggara 93755",,,OK_GEO
ChIJJeyiYa4zui0RH2X6FGEKupg,Gua Balojaha,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Kabupaten Kepulauan Selayar,Sulawesi Selatan,,"R9HW+VJH, Bontoborusu, Kec. Bontoharu, Kab. Kepulauan Selayar, Sulawesi Selatan",,,OK_TEXT
ChIJ57KgphZXvi0Rdak4nNsYPRg,Desa Wisata Bontolempangan,Kabupaten Maros,Sulawesi Selatan,Kabupaten Maros,Sulawesi Selatan,,"3JM2+V2F, Bontonlempangan, Kec. Bontoa, Kabupaten Maros, Sulawesi Selatan 90554",,,OK_GEO
ChIJIyvH9SaNlS0Rpzd1PsNl5XM,Wisata Embung Paccekke,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,,"PPW6+44V, Paccekke, Kec. Soppeng Riaja, Kabupaten Barru, Sulawesi Selatan 90752",,,OK_GEO
ChIJHd3-7wAFlC0RHX2a511NEhI,Gunung Rantekombola,Kabupaten Tana Toraja,Sulawesi Selatan,Kabupaten Tana Toraja,Sulawesi Selatan,,"Uluwai, Kec. Mengkendek, Kabupaten Tana Toraja, Sulawesi Selatan",,,OK_TEXT
ChIJow7UpJdjfjIRHiCCA1pQRCU,pantai nyiur hijau babo,Kabupaten Bolaang Mongondow,Sulawesi Utara,Kabupaten Bolaang Mongondow,Sulawesi Utara,,"Babo, Kec. Sangtombolang, Kabupaten Bolaang Mongondow, Sulawesi Utara",,,OK_GEO
ChIJp-nwbSqDmC0R7HQRg340MME,Gunung Popalia,Kabupaten Konawe Selatan,Sulawesi Tenggara,Kabupaten Konawe Selatan,Sulawesi Tenggara,,"Lelekaa, Kec. Wolasi, Kabupaten Konawe Selatan, Sulawesi Tenggara",,,OK_GEO
ChIJ4aa2g8YPpy0RxkGcI22BkHo,Pantai Huntete,Kabupaten Wakatobi,Sulawesi Tenggara,Kabupaten Wakatobi,Sulawesi Tenggara,,"62R4+43W, Kulati, Kec. Tomia Tim., Kabupaten Wakatobi, Sulawesi Tenggara 93793",,,OK_GEO
ChIJoWCu0fIpky0Rjc3NvzDfjNo,Wisata Batu Lombeng Desa Lebani,Kabupaten Mamuju,Sulawesi Barat,Kabupaten Mamuju,Sulawesi Barat,,"7QCH+3X, Lebani, Kec. Tapalang Bar., Kabupaten Mamuju, Sulawesi Barat 91352",,,OK_TEXT
ChIJkRH3JbKzhzIRWYzaaLdrbek,Kawasan Ekonomi Khusus Likupang,Kabupaten Minahasa Utara,Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,,"M5J4+3XH, Pulisan, Kec. Likupang Tim., Kabupaten Minahasa Utara, Sulawesi Utara",,,OK_GEO
ChIJAw7zDd6tfjIReuocgLyAP6c,Pantai Indah Batutajam,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,,"W537+6HG, Batutajam, Kec. Pinogaluman, Kabupaten Bolaang Mongondow Utara, Sulawesi Utara",,,OK_GEO
ChIJ3SsYFRAdhi0RICMsq3Iinqs,Pantai Pasir Putih Tete B Ampana,Kabupaten Tojo Una-Una,Sulawesi Tengah,Kabupaten Tojo Una-Una,Sulawesi Tengah,,"4MJ7+WM9, Tete B, Kec. Ampana Tete, Kabupaten Tojo Una-Una, Sulawesi Tengah 94684",,,OK_GEO
ChIJsRu9KtwJvi0R4s4n6G6GwUU,Air Terjun Baruttunge,Kabupaten Bone,Sulawesi Selatan,Kabupaten Bone,Sulawesi Selatan,,"C4XQ+88M, Maroanging, Kec. Ulaweng, Kabupaten Bone, Sulawesi Selatan 92762",,,OK_GEO
ChIJy15hwnaZvi0RlKGg9L3mnXg,Kolam renang kampoeng galung,Kabupaten Sinjai,Sulawesi Selatan,Kabupaten Sinjai,Sulawesi Selatan,,"P2X3+PVW, Unnamed Road, Arabika, Kec. Sinjai Bar., Kabupaten Sinjai, Sulawesi Selatan 92653",,,OK_GEO
ChIJEVcqtV21gDIRSfKWAKD0nzY,Pantai Mega Minanga,Kabupaten Minahasa Tenggara,Sulawesi Utara,Kabupaten Minahasa Tenggara,Sulawesi Utara,,"XV96+Q7F, Unnamed Road, Minanga Tiga, Pusomaen, Kabupaten Minahasa Tenggara, Sulawesi Utara 95997",,,OK_GEO
ChIJpWr0tL2_iy0R_oHO-Eu5sbc,Wisata Pantai dan Kuliner Loli Tasiburi,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,,"6QWP+44M, Loli Tasiburi, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351",,,OK_GEO
ChIJMUxZ9XTBiy0RdSfJ17-J_HY,UWENTUMBU BAIYA,Kota Palu,Sulawesi Tengah,Kota Palu,Sulawesi Tengah,,"7VF7+34M, Baiya, Kec. Palu Utara, Kota Palu, Sulawesi Tengah 94352",,,OK_TEXT
ChIJTXO81dO9cDIRdgq1x7XTOkw,Pulau Busak,Kabupaten Buol,Sulawesi Tengah,Kabupaten Buol,Sulawesi Tengah,,"Busak I, Kec. Karamat, Kabupaten Buol, Sulawesi Tengah",,,OK_TEXT
ChIJv5O8xtumpy0RJ29B-iaVLhA,Pantai Wakarumende,Kabupaten Wakatobi,Sulawesi Tenggara,Kabupaten Wakatobi,Sulawesi Tenggara,,"Desa Wakarumende, Lagongga, Binongko, Kabupaten Wakatobi, Sulawesi Tenggara 93794",,,OK_GEO
ChIJddfVaE1hhi0RlkzMafls4jg,Pantai Tanjung Toima,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,,"688R+XGJ, Jl. Trans Sulawesi, Matabas, Kec. Bunta, Kabupaten Banggai, Sulawesi Tengah 94753",,,OK_TEXT
ChIJhV3zJ9GTlC0Ru_yL86IszRI,Pantai Baurung,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,,"Panyampa, Kec. Campalagian, Kabupaten Polewali Mandar, Sulawesi Barat 91353",,,OK_GEO
ChIJSUc2IATBky0ROpe3P6fRnt4,Wisata Sawah Kalimbuang,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,,"3RJX+GH6, Sikuku, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91854",,,OK_GEO
ChIJTZVKFfDNoi0RKK8rH8uhsBs,Bendungan Tampabulu,Kabupaten Bombana,Sulawesi Tenggara,Kabupaten Bombana,Sulawesi Tenggara,,"7PC4+RPV, Tampawulu, Kec. Poleang Utara, Kabupaten Bombana, Sulawesi Tenggara 93773",,,OK_GEO
ChIJ5dJKNFKGlC0RYh1paSAHZVU,Limbong Sitodo,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,,"J9F8+6QW, Jl. Poros Pokko, Kunyi, Kec. Anreapi, Kabupaten Polewali Mandar, Sulawesi Barat 91315",,,OK_GEO
ChIJo9Y9a2eJmC0RdA6Ci1KPYmY,Pemancingan Wisata Alam,Kabupaten Konawe Selatan,Sulawesi Tenggara,Kabupaten Konawe Selatan,Sulawesi Tenggara,,"VCPG+F2J, Lamomea, Kec. Konda, Kabupaten Konawe Selatan, Sulawesi Tenggara 93871",,,OK_GEO
ChIJe3tQiOeTkS0R6Vflh9LE4xU,Air Terjun Pangorea Desa Sepakat,Kabupaten Luwu Utara,Sulawesi Selatan,Kabupaten Luwu Utara,Sulawesi Selatan,,"GCR7+R4Q, Sepakat, Kec. Masamba, Kabupaten Luwu Utara, Sulawesi Selatan 92917",,,OK_TEXT
ChIJnRFdCO0PizIRw8QI2S_Cy4Y,Puncak Gunung Awu,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Kabupaten Kepulauan Sangihe,Sulawesi Utara,,"MFJ3+QHR, Kendahe I, Kendahe, Kabupaten Kepulauan Sangihe, Sulawesi Utara",,,OK_TEXT
ChIJ76xeU6wYfjIRqcCp-OSBKQw,Kawah Belerang Gunung Ambang,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,,"QC38+6M3, Bongkudai Baru, Kec. Modayag, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara",,,OK_GEO
ChIJCTHfpMR5mS0R2KfcnnTqC2w,Goa Berlian,Kabupaten Morowali,Sulawesi Tengah,Kabupaten Morowali,Sulawesi Tengah,,"PCFF+93W, Matarape, Menui Kepulauan, Kabupaten Morowali, Sulawesi Tengah",,,OK_TEXT
ChIJvTHo6w37vi0Rdpxkn8jjiRI,Lorong warna warni makassar,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,,"Jl majene 1 blok k RW 04 RT 01, Sudiang Raya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90552",,,OK_GEO
ChIJ21-vALz1uy0R1ek6E5I6aPs,Wisata Balla-Ballayya Desa Bira,Kabupaten Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Sulawesi Selatan,,"CF77+Q2C, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan",,,OK_GEO
ChIJZ0KRPrhrhzIR0yY5cN1invc,Toulangkow Hills (TOMOHON SKYLINE),Kota Tomohon,Sulawesi Utara,Kota Tomohon,Sulawesi Utara,,"7RHM+V4, Lahendong, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara",,,OK_GEO
ChIJhag9-nG5hzIR8k18wozGILw,Pantai Kelapa Lima Desa Paputungan,Kabupaten Minahasa Utara,Sulawesi Utara,Kabupaten Minahasa Utara,Sulawesi Utara,,"Paputungan, Kec. Likupang Bar., Kabupaten Minahasa Utara, Sulawesi Utara",,,OK_GEO
ChIJI8Phh6EzfjIRNM6LmRJnrIA,"Puncak Tonsile, Sulawesi Utara",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Kabupaten Bolaang Mongondow,"G6VV+4F3, Unnamed Road, Adow, Kec. Pinolosian Tengah, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara",,,TEXT_WIN
ChIJyW1Kt7y3fzIRCji54C5ViUs,Pantai Pinolosian Selatan,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,,"Pinolosian Sel., Kec. Pinolosian, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara",,,OK_GEO
ChIJHTZI2vG5gy0R_Aeubasp3-g,Pantai Mandel,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Sulawesi Tengah,,"PGGH+QXP, Kombutokan, Kabupaten Banggai Kepulauan, Sulawesi Tengah",,,OK_TEXT
ChIJC3dBagCzhi0RdlM33W10MeQ,Wisata Anteleng,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,,"4XFQ+6J4, Pohi, Luwuk Tim., Kabupaten Banggai, Sulawesi Tengah 94723",,,OK_TEXT
ChIJh2A99f_TfjIREq1Udz27AfY,Bukit Bulotalangi,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,,"J453+XF6, Bulotalangi, Kec. Bulango Tim., Kabupaten Bone Bolango, Gorontalo 96121",,,OK_GEO
ChIJxWHKVt-hiC0RFGX7jXVRHAQ,Wisata Tanjung Lawaka Ampana,Kabupaten Tojo Una-Una,Sulawesi Tengah,Kabupaten Tojo Una-Una,Sulawesi Tengah,,"5H8W+39M, Labuan, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683",,,OK_GEO
ChIJOze-uFZ-oy0RdlrKfFNzljs,Danau Gumanano,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton,Sulawesi Tenggara,Kabupaten Buton Tengah,"J853+XFH, Gumamano, Kec. Mawasangka, Kabupaten Buton, Sulawesi Tenggara 93762",,,TEXT_WIN
ChIJSXtNr3m_lC0RsJZvg7V50-4,Pantai Dato,Kabupaten Majene,Sulawesi Barat,Kabupaten Majene,Sulawesi Barat,,"CXRM+5PW, Dusun Jl. Pangale, Baurung, Banggae Timur, Majene Regency, West Sulawesi 91412",,,OK_TEXT
ChIJM-Q2XRCTiy0R2IqlxdmsLH0,Bulu Gawalise,Kabupaten Donggala,Sulawesi Tengah,Kabupaten Donggala,Sulawesi Tengah,,"Salungkaenu, Kec. Banawa Sel., Kabupaten Donggala, Sulawesi Tengah",,,OK_GEO
ChIJL7l0zMnrmC0R1xKjsMAjdTg,Bukit Teletubies Bajo Indah,Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,,"3JGW+WVG, Bajo Indah, Soropia, Kabupaten Konawe, Sulawesi Tenggara 93351",,,OK_GEO
ChIJHUHAyvLTvi0RXIDvSfy0T8w,Wisata Bukit teletubbies,Kabupaten Jeneponto,Sulawesi Selatan,Kabupaten Jeneponto,Sulawesi Selatan,,"FHJ2+4RC, Bulujaya, Kec. Bangkala Bar., Kabupaten Jeneponto, Sulawesi Selatan 92352",,,OK_GEO
ChIJh1ObGxqOlC0RtUPi7KwGcPE,Pantai Garassi Desa Nepo,Kabupaten Polewali Mandar,Sulawesi Barat,Kabupaten Polewali Mandar,Sulawesi Barat,,"G6JV+R4J, Nepo, Kec. Wonomulyo, Kabupaten Polewali Mandar, Sulawesi Barat",,,OK_GEO
ChIJf_pVokahhi0RM21AJ6wuJCE,Wisata Alam Djagaan,Kabupaten Banggai,Sulawesi Tengah,Kabupaten Banggai,Sulawesi Tengah,,"Hanga-Hanga, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711",,,OK_TEXT
ChIJOxPPXCMlvi0RY5fUHsCbXHA,Permandian Baruttung'e,Kabupaten Barru,Sulawesi Selatan,Kabupaten Barru,Sulawesi Selatan,,"FJ8F+99G, Unnamed Road, Lalabata, Kec. Tanete Rilau, Kabupaten Barru, Sulawesi Selatan 90761",,,OK_GEO
ChIJmZG2SPTBlS0R02XboZF9CFE,Padang Tobelo,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Kabupaten Sidenreng Rappang,Sulawesi Selatan,,"WQQV+9R, Corawali, Kec. Panca Lautang, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91672",,,OK_GEO
ChIJraiEPYVXvi0RuKBH_fdV_2U,Kampung Wisata Ta'bua,Kabupaten Maros,Sulawesi Selatan,Kabupaten Maros,Sulawesi Selatan,,"Jl. Maros-Pangkajene, Mattiro Deceng, Kec. Lau, Kabupaten Maros, Sulawesi Selatan 90513",,,OK_GEO
ChIJa5iWpCdPvi0RmzGYv6kCEVk,"Pusat Informasi Geologi, Maros - Pangkep",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,,"5G7W+JMF, Jl. Andi Burhanuddin, Tumampua, Kec. Pangkajene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90617",,,OK_GEO
ChIJY66LuNu7lS0RSr1amv6zfD4,Museum BJ Habibie,Kota Parepare,Sulawesi Selatan,Kota Parepare,Sulawesi Selatan,,"Jl. Alwi Abdul Djalil Habibie No.1, Mallusetasi, Kec. Ujung, Kota Parepare, Sulawesi Selatan 91114",,,OK_GEO
ChIJd8ToNVIxhzIR43ekf3yKDPQ,Pantai Bukit Tinggi,Kabupaten Minahasa,Sulawesi Utara,Kabupaten Minahasa,Sulawesi Utara,,"3X73+3WX, Bukit Tinggi, Kabupaten Minahasa, Sulawesi Utara",,,OK_TEXT
ChIJY-AWUeaZkS0RQQg7BUSRNEc,Bukit Tamboke,Kabupaten Luwu Utara,Sulawesi Selatan,Kabupaten Luwu Utara,Sulawesi Selatan,,"Jl. Tamboke, Tamboke, Kec. Sukamaju, Kabupaten Luwu Utara, Sulawesi Selatan 92963",,,OK_GEO
ChIJIR_DbxtfkS0RMbvH7InnxI4,Palopo City,Kota Palopo,Sulawesi Selatan,Kota Palopo,Sulawesi Selatan,,"X5XX+8CR, Tompotika, Kec. Wara, Kota Palopo, Sulawesi Selatan 91911",,,OK_GEO
ChIJl1fzNiDEhy0RmrfPZAaC8ds,Karina Beach,Kabupaten Tojo Una-Una,Sulawesi Tengah,Kabupaten Tojo Una-Una,Sulawesi Tengah,,"MV7X+XQ6, Gulf of Tomini, Kabupaten Tojo Una-Una, Sulawesi Tengah 94691",,,OK_TEXT
ChIJN--HxwT9vi0RJ-uSRI2rRyA,Jaringan EKOwisata MAngrove LAntebung,Kota Makassar,Sulawesi Selatan,Kota Makassar,Sulawesi Selatan,,"WFC8+V82, Lorong 2, RT.3/RW.6, Bira, Kec. Tamalanrea, Sulawesi Selatan 90243",,,OK_GEO
ChIJQYl6cv_wvS0RwidKjD7wthQ,Obyek Wisata Goa Jodoh,Kabupaten Bone,Sulawesi Selatan,Kabupaten Bone,Sulawesi Selatan,,"Pallette, Kec. Tanete Riattang Tim., Kabupaten Bone, Sulawesi Selatan 92719",,,OK_GEO
ChIJNbtHasvPmS0Rl7YnuK-s4Ds,Permandian batu lapis,Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,,"Garuda, Kec. Asinua, Kabupaten Konawe, Sulawesi Tenggara 93452",,,OK_GEO
ChIJVVVVVekYfzIRmSwfvc8xxEg,Air Terjun Permai Taludaa,Kabupaten Bone Bolango,Gorontalo,Kabupaten Bone Bolango,Gorontalo,,"CF98+HH6, Taludaa, Kec. Bone, Kabupaten Bone Bolango, Gorontalo 96585",,,OK_GEO
ChIJ_61sc6HZvS0R9gaYLXC633g,Air Terjun Baruttung,Kabupaten Bone,Sulawesi Selatan,Kabupaten Bone,Sulawesi Selatan,,"66FF+7X2, Lappa Upang, Kec. Mare, Kabupaten Bone, Sulawesi Selatan 92773",,,OK_TEXT
ChIJXXAGJSDBky0R6zsbM1uV7QQ,Wisata Alam Tirotiku lolai,Kabupaten Toraja Utara,Sulawesi Selatan,Kabupaten Toraja Utara,Sulawesi Selatan,,"2VX6+GQ7, Limbong, Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91862",,,OK_GEO
ChIJaePs3A1chzIRqh6eIHgN7Xk,Bukit Doa,Kabupaten Minahasa Selatan,Sulawesi Utara,Kabupaten Minahasa Selatan,Sulawesi Utara,,"5JV7+WPM, Jl. Bukit Doa, Pinaling, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara",,,OK_GEO
ChIJi1m8SP6Joy0RJ3sPNmeBj8I,Wisata Puncak Maradadi,Kota Baubau,Sulawesi Tenggara,Kota Baubau,Sulawesi Tenggara,,"HJXF+6PC, Kolese, Kec. Lea-Lea, Kota Bau-Bau, Sulawesi Tenggara 93758",,,OK_GEO
ChIJbXDmq8nxmC0R8lLsyBBZcW4,Pantai Toola,Kabupaten Konawe,Sulawesi Tenggara,Kabupaten Konawe,Sulawesi Tenggara,,"Jl. Maesara, Puuwonua, Kec. Lalonggasumeeto, Kabupaten Konawe, Sulawesi Tenggara 93351",,,OK_GEO
