nama wisata,alamat,kabupaten,provinsi,harga_rp,kategori_harga,url_harga
GPI Waterpark,"Griya Paniki Indah, Jalan Akasia, Paniki Bawah",Kota Manado,Sulawesi Utara,20000.0,Mahal,https://travelspromo.com/htm-wisata/gpi-waterpark-manado/
Kebun Raya Jompie Kota Parepare,"2J3R+6X2, Jl. Industri Kecil, Bukit Harapan, Kec. Soreang, Kota Parepare, Sulawesi Selatan 91100, Indonesia",Kota Parepare,Sulawesi Selatan,0.0,Gratis,-
Taman Wisata Tangga 2000,"G345+Q3F, Pohe, Kec. Hulonthalangi, Kabupaten Gorontalo, Gorontalo 96133, Indonesia",Kabupaten Gorontalo,Gorontalo,5000.0,Murah,https://travel.kompas.com/read/2013/05/04/13322466/eksotisme-teluk-gorontalo-dari-tangga-2000
Wisata Kuliner Kab.Kolaka,"WJM4+VMW, Wiskul, Kec. Kolaka, Sulawesi Tenggara 93511, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,74000.0,Mahal,https://www.idntimes.com/travel/destination/wisata-terbaru-di-kolaka-sulawesi-utara-00-j73nz-0d0d13
Menara Alfa Omega,"Jln. RAYA TOMOHON DEPAN MENARA ALFA OMEGA CENTURY MART LT.1, Kamasi, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441, Indonesia",Kota Tomohon,Sulawesi Utara,5000.0,Murah,https://travel.tribunnews.com/destinasi/140799/itinerary-tomohon-1-hari-bujet-rp-580-ribu-untuk-2-orang-dari-medan-wisata-alam-religi
Pantai Harapan Ammani,"Pantai harapan ammani, Mattiro Tasi, Kec. Mattiro Sompe, Kabupaten Pinrang, Sulawesi Selatan 91261, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,10000.0,Sedang,https://sulsel.idntimes.com/travel/destination/5-pantai-dengan-pemandangan-laut-dan-pasir-indah-di-pinrang-00-g3swn-mwv71m
CitraLand WaterPark Manado,"CitraLand City of Blessings, Jl. Royal Mansion 2, Winangun Satu, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,20000.0,Mahal,https://travel.kompas.com/read/2024/10/25/204737727/citraland-waterpark-manado-harga-tiket-jam-buka-dan-lokasi
Pango-Pango Makale,"VR3H+RX5, Kelurahan Pasang, Kec. Makale Sel., Kabupaten Tana Toraja, Sulawesi Selatan 91815, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,10000.0,Sedang,https://wisata.app/diary/338652
Dante Pine,"HQ3R+GVP, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,10000.0,Sedang,https://www.celebes.co/dante-pine-enrekang
Bukit Keles,"3Q6X+CCF, Jl. Batu Gn., Bungin, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711, Indonesia",Kabupaten Banggai,Sulawesi Tengah,0.0,Gratis,-
CitraLand Waterpark,"2G4P+5H3, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93231, Indonesia",Kota Kendari,Sulawesi Tenggara,50000.0,Mahal,https://www.celebes.co/citraland-waterpark-kendari
Bukit Doa Mahawu,"8VX2+H2G, Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara, Indonesia",Kota Tomohon,Sulawesi Utara,5000.0,Murah,https://travel.tribunnews.com/destinasi/140799/itinerary-tomohon-1-hari-bujet-rp-580-ribu-untuk-2-orang-dari-medan-wisata-alam-religi
Tugu Adipura,"Jl. Abd Silondae No.656, Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara 93415, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,0.0,Gratis,https://travel.tribunnews.com/destinasi/141416/harga-tiket-paddle-board-di-pantai-anggalo-konawe-untuk-liburan-akhir-tahun
Tanjung Pallette,"G96W+V62, Jl. Tj. Raya No.1, Pallette, Kec. Tanete Riattang Tim., Kabupaten Bone, Sulawesi Selatan 90126, Indonesia",Kabupaten Bone,Sulawesi Selatan,20000.0,Mahal,https://makassar.kompas.com/read/2023/10/07/161302078/tanjung-palette-di-sulawesi-selatan-daya-tarik-aktivitas-dan-rute
Benteng Somba Opu,"Jl. Daeng Tata, Benteng Somba Opu, Kec. Barombong, Kota Makassar, Sulawesi Selatan 90224, Indonesia",Kota Makassar,Sulawesi Selatan,0.0,Gratis,https://id.wikipedia.org/wiki/Benteng_Somba_Opu
Monumen Patung Lakipadada,"VVW2+2VR, Bombongan, Kec. Makale, Kabupaten Tana Toraja, Sulawesi Selatan 91817, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,10000.0,Sedang,https://www.detik.com/sulsel/wisata/d-7855810/8-wisata-di-tana-toraja-yang-unik-dan-bersejarah-untuk-liburan-keluarga
Pantai Kampung Nelayan,"Jl. Kaombona, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94118, Indonesia",Kota Palu,Sulawesi Tengah,15000.0,Sedang,https://regional.kompas.com/read/2026/03/28/165436678/pemprov-jabar-pastikan-tak-ada-pungli-di-pantai-sayang-heulang-hanya-salah
Monumen B.J. Habibie,"JRXV+VX6, Jl. Trans Sulawesi, Tolotio, Kec. Tibawa, Kabupaten Gorontalo, Gorontalo 96251, Indonesia",Kabupaten Gorontalo,Gorontalo,-,-,-
Monumen Mandala Pembebasan Irian Barat,"Jl. Jend. Sudirman, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115, Indonesia",Kota Makassar,Sulawesi Selatan,10000.0,Sedang,https://id.wikipedia.org/wiki/Museum_Monumen_Mandala_Pembebasan_Irian_Barat
Lappa Laona,"CQP6+WHC, Harapan, Kec. Tanete Riaja, Kabupaten Barru, Sulawesi Selatan 90762, Indonesia",Kabupaten Barru,Sulawesi Selatan,5000.0,Murah,https://www.detik.com/sulsel/wisata/d-6464651/wisata-lappa-laona-di-barru-rute-harga-tiket-hingga-fasilitas
Danau Linow,"Danau Linow, Lahendong, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara, Indonesia",Kota Tomohon,Sulawesi Utara,0.0,Gratis,-
Pantai Topejawa Takalar,"Pantai Topejawa Takalar, Topejawa, Kec. Mangarabombang, Kabupaten Takalar, Sulawesi Selatan 92261, Indonesia",Kabupaten Takalar,Sulawesi Selatan,50000.0,Mahal,https://makassar.tribunnews.com/2019/06/09/hari-terakhir-libur-segini-harga-tiket-di-pantai-topejawa-takalar
Wisata Bahari Kawasan Megamas,"Jl. Laksda John Lie, Titiwungan Utara, Kec. Sario, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,0.0,Gratis,-
Pantai Lumpue,"Jl. Pinggir Laut No.18, Lumpue, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91123, Indonesia",Kota Parepare,Sulawesi Selatan,1500.0,Murah,https://www.detik.com/sulsel/wisata/d-6594141/23-objek-wisata-di-parepare-mulai-pesona-alam-hingga-situs-sejarah
Taman Laut Olele,"Olele, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96553, Indonesia",Kabupaten Bone Bolango,Gorontalo,0.0,Gratis,-
WISATA TAMENDAO BEACH,"Jl. R. Atje Slamet, Leato Utara, Kec. Kota Tim., Kota Gorontalo, Gorontalo, Indonesia",Kota Gorontalo,Gorontalo,0,Gratis,https://tempatwisataseru.com/tempat-wisata-di-gorontalo/
Permandian Lereng Hijau Bulu Dua,"FRR3+474, Gattareng Toa, Kec. Mario Riwawo, Kabupaten Soppeng, Sulawesi Selatan 90862, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,0.0,Gratis,-
Danau Paisu Pok Luk Panenteng,"Luk Panenteng, Kec. Bulagi Utara, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94882, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,2000.0,Murah,https://jacarandatravels.com/pesona-wisata-paisu-pok-luk-danau-sebening-kaca-di-sulawesi/
Puncak Tetetana Suluan,"9VCQ+9Q3, Suluan, Kec. Tombulu, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,10000.0,Sedang,https://www.beritawisata.com/wisata/58311262537/puncak-tetetana-suluan-secuil-keindahan-alam-yang-menakjubkan-di-sulawesi
Pantai Toronipa,"Pantai Toronipa, Unnamed Road, Toronipa, Soropia, Kabupaten Konawe, Sulawesi Tenggara 93351, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,5000.0,Murah,https://www.orami.co.id/magazine/wisata-bahari-di-sulawesi-tenggara
Taman Purbakala Sumpang Bita,"Balocci Baru, Kec. Balocci, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90661, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,10000.0,Sedang,https://www.mpkujateng.com/tag/6-rekomendasi-destinasi-wisata-di-pangkep-sulawesi-selatan/
Air Terjun Saluopa,"6GXR+3M6, Leboni, Pamona Pusalemba, Kabupaten Poso, Sulawesi Tengah 94663, Indonesia",Kabupaten Poso,Sulawesi Tengah,1000.0,Murah,https://travel.kompas.com/read/2012/05/24/20415950/mengintip-air-terjun-saluopa
Taman Teratai,"2HM4+CJX, Jl. Edy Sabara, Punggaloba, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93122, Indonesia",Kota Kendari,Sulawesi Tenggara,0.0,Gratis,-
RM Bahari,"Jl. Yosep Latumahina No.18, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112, Indonesia",Kota Makassar,Sulawesi Selatan,2000.0,Murah,https://bapenda.makassarkota.go.id/wp-content/uploads/2024/08/PERDA-NOMOR-1-TAHUN-2024-TENTANG-PDRD.pdf
Pantai Indah Bosowa,"R9PQ+46G, Tj. Merdeka, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224, Indonesia",Kota Makassar,Sulawesi Selatan,10000.0,Sedang,https://www.tiktok.com/discover/harga-tiket-masuk-pantai-bosowa-makassar
Pantai Botutonuo,"C4XG+MVQ Pantai Wisata Botutonuo, Botutonuo, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia",Kabupaten Bone Bolango,Gorontalo,5000.0,Murah,https://travel.kompas.com/read/2023/06/17/115431427/gorontalo-punya-bus-wisata-tarifnya-mulai-rp-5000
Wisata Malino,"PRRV+XHR, Jl. Malino, Malino, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92174, Indonesia",Kabupaten Gowa,Sulawesi Selatan,15000.0,Sedang,https://www.detik.com/sulsel/wisata/d-7098052/6-tempat-wisata-menarik-untuk-liburan-akhir-tahun-di-makassar
Permandian Alam Ompo,"MV9J+FWW, Ompo, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan 90814, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,3000.0,Murah,https://seringjalan.com/5-tempat-wisata-di-soppeng-sulawesi-selatan/
Tokong Ban Hin Kiong,"FRVV+HWW, Jl. D. I. Panjaitan, Calaca, Kec. Wenang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,0.0,Gratis,https://www.celebes.co/klenteng-ban-hin-kiong
Danau Tambing,"M8F5+CH4, Jl. Poros Palu- Kulawi, Kota Pulu, Kabupaten Sigi, Sulawesi Tengah 94362, Indonesia",Kabupaten Sigi,Sulawesi Tengah,10000.0,Sedang,https://www.msn.com/id-id/travel/taman/wisata-alam-danau-tambing-sigi-surga-tersembunyi-untuk-pecinta-alam/ar-AA1QZbKq
Taman Wisata Puncak Rurukan Tomohon,"8VRH+WXX, Rurukan Satu, Kec. Tomohon Tim., Kota Tomohon, Sulawesi Utara, Indonesia",Kota Tomohon,Sulawesi Utara,40000.0,Mahal,https://travel.kompas.com/read/2025/02/18/050300527/5-tempat-wisata-di-tomohon-yang-kekinian
Apparallang,"FC7X+2W3, Dusun Kadien, Ara, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,5000.0,Murah,https://www.detik.com/sulsel/wisata/d-6312883/11-tempat-wisata-di-bulukumba-suguhan-alam-eksotis-hingga-kawasan-adat
Pantai Mandra Kolaka,"WHQR+JF9, Lamokato, Kec. Kolaka, Sulawesi Tenggara, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,5000.0,Murah,https://travelspromo.com/htm-wisata/pantai-mandra-kolaka/
Permandian Eremerasa Ermes bantaeng,"G294+846, Desa, Kampala, Kec. Eremerasa, Kabupaten Bantaeng, Sulawesi Selatan 92415, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,3000.0,Murah,https://travel.detik.com/cerita-perjalanan/d-5393317/segarnya-mandi-di-kolam-alami-ermes
Air Terjun Moramo,"QPHW+M27, Sumber Sari, Kec. Moramo, Kabupaten Konawe Selatan, Sulawesi Tenggara 93891, Indonesia",Kabupaten Konawe Selatan,Sulawesi Tenggara,10000.0,Sedang,https://www.traveloka.com/id-id/explore/destination/bendungan-pelosika-trp/555580
Pantai Marina Bantaeng,"Pantai Marina Bantaeng, Baruga, Kec. Pajukukang, Kabupaten Bantaeng, Sulawesi Selatan 92561, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,5000.0,Murah,https://travelspromo.com/htm-wisata/pantai-marina-bantaeng/
Taman Kota Tomohon,"8RGR+7MW, Paslaten Satu, Kec. Tomohon Tim., Kota Tomohon, Sulawesi Utara, Indonesia",Kota Tomohon,Sulawesi Utara,20000.0,Mahal,https://www.msn.com/id-id/berita/other/10-spot-wisata-hemat-di-tomohon-yang-bakal-bikin-liburanmu-berkesan/ar-AA1MsW7f
Masjid Tua Al-Hilal Katangka,"Jl. Syech Yusuf No.57, Katangka, Kec. Somba Opu, Kabupaten Gowa, Sulawesi Selatan 92114, Indonesia",Kabupaten Gowa,Sulawesi Selatan,0.0,Gratis,-
Benteng Balangnipa,"Jl. Sungai Tangka, Balangnipa, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92614, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,10000.0,Sedang,https://www.celebes.co/benteng-balangnipa-sinjai
Bukit Samata,"QFXW+MV5 Uin samata, Samata, Makassar, Kabupaten Gowa, Sulawesi Selatan 92113, Indonesia",Kabupaten Gowa,Sulawesi Selatan,20000.0,Mahal,https://www.detik.com/sulsel/wisata/d-7652057/ada-wisata-baru-di-gowa-yuk-intip-lokasi-dan-wahana-menariknya
Rumah Hijau Denassa,"Jl. Borongtala No.58 A, Tamallayang, Kec. Bontonompo, Kabupaten Gowa, Sulawesi Selatan 92153, Indonesia",Kabupaten Gowa,Sulawesi Selatan,25000,Mahal,https://jadesta.kemenpar.go.id/desa/rumah_hijau_denassa
Pantai Pulisan Sulawesi Utara,"Pantai Pulisan Sulawesi Utara, Pulisan, Kec. Likupang Tim., Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,5000.0,Murah,https://www.rctiplus.com/news/detail/travel/3222586/10-rekomendasi-tempat-liburan-di-sulawesi-utara-nomor-8-udara-pegunungannya-segar-banget
Planet Waterboom,"Limba U Dua, Kota Sel., Kota Gorontalo, Gorontalo 96138, Indonesia",Kota Gorontalo,Gorontalo,38500.0,Mahal,https://renangloka.com/pool/planet-waterboom/
Pantai Labombo,"X6X8+C5F, Salekoe, Kec. Wara Tim., Kota Palopo, Sulawesi Selatan 91921, Indonesia",Kota Palopo,Sulawesi Selatan,15000.0,Sedang,https://travel.kompas.com/read/2021/03/15/144159927/5-tempat-wisata-di-palopo-sulawesi-selatan-air-terjun-sampai-pantai?page=all
Anjungan Cempae,"Watang Soreang, Kec. Soreang, Kota Parepare, Sulawesi Selatan 91132, Indonesia",Kota Parepare,Sulawesi Selatan,1500.0,Murah,https://www.detik.com/sulsel/wisata/d-6594141/23-objek-wisata-di-parepare-mulai-pesona-alam-hingga-situs-sejarah
Air Terjun Salodik,"Jl. Trans Sulawesi, Salodik, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94716, Indonesia",Kabupaten Banggai,Sulawesi Tengah,15000.0,Sedang,https://travel.detik.com/domestic-destination/d-3730249/air-terjun-salodik-yang-fotogenik
Pantai Jiko / Patokan,"JH98+967, Nuangan, Kec. Nuangan, Kabupaten Bolaang Mongondow Timur, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,2000.0,Murah,https://www.pantainesia.com/pantai-patokan
Permandian Malotong,"Jl. Sam Ratulangi No.45, Malotong, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683, Indonesia",Kabupaten Tojo Una-Una,Sulawesi Tengah,0.0,Gratis,https://sulsel.idntimes.com/travel/destination/permandian-malotong-di-ampana-sulteng-apa-saja-yang-menarik-01-n53qs-hx948x
Pinrang Waterboom,"Jl. Basuki Rahmat, Macorawalie, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91212, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,10000.0,Sedang,https://www.celebes.co/sulili-waterboom-pinrang
Pantai Laguna,"GH4V+XJ2, Pao-Pao, Kec. Tanete Rilau, Kabupaten Barru, Sulawesi Selatan 90761, Indonesia",Kabupaten Barru,Sulawesi Selatan,0.0,Gratis,-
Hutan Kota Bulukumba,"C5RX+V8X, Terang-Terang",Kabupaten Bulukumba,Sulawesi Selatan,10000.0,Sedang,https://www.celebes.co/tempat-wisata-bulukumba
Goa Air Kontamale,"Jl. Poros Wandoka Lingk. Teekosapi, MGJM+QW2, Pongo, Kec. Wangi-Wangi, Kabupaten Wakatobi, Sulawesi Tenggara 93791, Indonesia",Kabupaten Wakatobi,Sulawesi Tenggara,0.0,Gratis,https://www.jawapos.com/travelling/2301190004/5-tempat-wisata-alam-wakatobi-ideal-untuk-kegiatan-diving
Pantai Bonebula,"Unnamed Road, Towale, Banawa Tengah, Donggala Regency, Central Sulawesi 94351, Indonesia",Kabupaten Donggala,Sulawesi Tengah,1000.0,Murah,https://regional.kompas.com/read/2021/04/13/070312078/tiket-masuk-pantai-anyer-rp-100000-dibilang-kemahalan-pengelola-lihat-dulu
Pantai Bambahano,"Malonas, 6R9X+9X8, Damsol, Kabupaten Donggala, Sulawesi Tengah 94356, Indonesia",Kabupaten Donggala,Sulawesi Tengah,29000.0,Mahal,https://travel.tribunnews.com/2021/10/20/travel-update-jelajah-pantai-bambahano-tempat-wisata-di-sulawesi-tengah-untuk-liburan-akhir-pekan
Wisata Kali Biru,"FRPR+4M4, Jl. Pangeran Limboro, Banabungi, Kec. Ps. Wajo, Kabupaten Buton, Sulawesi Tenggara 93754, Indonesia",Kabupaten Buton,Sulawesi Tenggara,10000.0,Sedang,https://www.saburomedia.com/2020/07/15/kali-biru-jadi-ikon-wisata-di-buton/
Wisata Mangrove Lantebung,"Jl. Lantebung, Bira, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90243, Indonesia",Kota Makassar,Sulawesi Selatan,0.0,Gratis,-
Anjungan Pantai Losari,"Losari Kec. Ujung Pandang, VC44+GX6, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113, Indonesia",Kota Makassar,Sulawesi Selatan,0.0,Gratis,-
Kai'santi Garden,"Jl. Woloan Kayawu, Woloan Dua, Kec. Tomohon Bar., Kota Tomohon, Sulawesi Utara, Indonesia",Kota Tomohon,Sulawesi Utara,25000.0,Mahal,https://travel.kompas.com/read/2025/02/18/050300527/5-tempat-wisata-di-tomohon-yang-kekinian
Benteng Moraya,"7WR5+795, Tuutu, Kec. Tondano Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,5000.0,Murah,https://travel.kompas.com/read/2024/03/11/222900527/4-tempat-wisata-di-sekitar-danau-tondano-sulawesi-utara
Museum Ne' Gandeng,"3WCX+59J Malakiri, Tagari, Kec. Balusu, Kabupaten Toraja Utara, Sulawesi Selatan 91853, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,10000.0,Sedang,https://jejakpiknik.com/museum-ne-gandeng/
Bendung Benteng,"8M6G+RPF, Sungai Sadang, Benteng, Kec. Patampanua, Kabupaten Pinrang, Sulawesi Selatan 91252, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,5000.0,Murah,https://travel.tribunnews.com/destinasi/140737/itinerary-pinrang-1-hari-dari-parepare-liburan-berdua-cuma-rp-200-ribu
Monumen Korban 40.000 Jiwa,"Jalan Korban 40000 Jiwa, Wala-Walaya, La'latang, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90214, Indonesia",Kota Makassar,Sulawesi Selatan,10000.0,Sedang,https://www.detik.com/sulsel/wisata/d-7083288/monumen-korban-40-000-jiwa-di-polman-sulbar-makam-korban-westerling
Maros Highland,"Dusun Salu, Pattontongan, Kabupaten Maros",Kabupaten Maros,Sulawesi Selatan,15000.0,Sedang,https://www.tiktok.com/discover/harga-masuk-maros-highland
Air Terjun Pialaa,"3Q2C+22W, Hanga-Hanga, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94713, Indonesia",Kabupaten Banggai,Sulawesi Tengah,1000.0,Murah,https://indonesiajuara.asia/blog/air-terjun-piala-banggai/
Narwastu Hills Resort,"Jl. Wawo, Matani III, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441, Indonesia",Kota Tomohon,Sulawesi Utara,0.0,Gratis,-
"Pantai Bara, Bulukumba","Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,15000.0,Sedang,https://liburanplus.com/wisata/sulawesi/pantai-bara-bulukumba/
Pusat Laut Donggala,"Pusat Laut Donggala, Towale, Kec. Banawa Tengah, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",Kabupaten Donggala,Sulawesi Tengah,2500.0,Murah,https://indonesianship.com/index.php/detail-berita/mengunjungi-pesona-pusentasi-sumur-pusat-laut-di-donggala
Pulau Sangihe,"Pulau Sangihe, Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia",Kabupaten Kepulauan Sangihe,Sulawesi Utara,15000.0,Sedang,https://travel.detik.com/domestic-destination/d-2996225/sangihe-pulau-paling-ujung-indonesia-di-sulawesi-utara
Wisata Hutan Pinus Dan Pemandian Air Panas,"7RMF+J7C, Jalan Lahendong, Lahendong, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara, Indonesia",Kota Tomohon,Sulawesi Utara,20000.0,Mahal,https://www.senangrekreasi.com/tempat-wisata-di-tomohon/2/
Pongtorra - Puncak Tertinggi Lolai,"3R7V+868, Sikuku, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91854, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,15000.0,Sedang,https://www.detik.com/sulsel/wisata/d-6552181/negeri-di-atas-awan-toraja-panorama-alam-dari-ketinggian-1-300-mdpl
Taman JH Ampana,"4HMG+9JH, Uentanaga Bawah, Kec. Ampana Kota, Kabupaten Tojo Una-Una, Sulawesi Tengah 94683, Indonesia",Kabupaten Tojo Una-Una,Sulawesi Tengah,-,-,-
Rumah Adat Sao Mario,"jl.poros, VV7C+R6C, pangkajenne-soppeng, Laringgi, Kec. Marioriawa, Kabupaten Soppeng, Sulawesi Selatan 90852, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,5000.0,Murah,https://id.scribd.com/document/348013216/Rumah-Adat-Sao-Mario-Soppeng
Hutan Taman kota,"4VHH+R9Q, Jl. Jabal Nur, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94118, Indonesia",Kota Palu,Sulawesi Tengah,0.0,Gratis,https://regional.kompas.com/read/2024/12/29/104629778/taman-hutan-kota-langsa-wisata-murah-dan-menyenangkan
Air Terjun Bantimurung Gallang,"Pao, Kec. Tombolo Pao, Kabupaten Gowa, Sulawesi Selatan, Indonesia",Kabupaten Gowa,Sulawesi Selatan,2500.0,Murah,https://smartcity.gowakab.go.id/wisata_alam/air-terjun-bantimurung-gallang/11
Lapangan Pancasila palopo,"Kantor DPRD, Baso Rahim, Jl. Andi Tadda No.2, Tompotika, Kec. Wara, Kota Palopo, Sulawesi Selatan 91921, Indonesia",Kota Palopo,Sulawesi Selatan,25000,Mahal,https://www.yusriahismail.com/2023/04/wisata-palopo.html
Taman Usman Isa,"Jl. Jenderal Ahmad Yani, Pangkajene, Kec. Maritengngae, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91611, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,20000.0,Mahal,https://seringjalan.com/taman-bunga-pujon/
Wisata Alam Salu Pajaan,"HCM3+HH9, Batetangnga, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat 91312, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,5000.0,Murah,https://travel.kompas.com/read/2018/06/21/101000727/libur-lebaran-wisata-salupajaan-jadi-pilihan-wisata-favorit-warga-polman
Museum Kota Makassar,"Jl. Balaikota No.11, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90171, Indonesia",Kota Makassar,Sulawesi Selatan,1000.0,Murah,https://makassar.kompas.com/read/2022/11/02/220404478/museum-kota-makassar-daya-tarik-jam-buka-dan-rute
Patung Cakalang Bitung,"C5WG+3CF, Bitung Bar. Satu, Kec. Maesa, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,1500.0,Murah,https://menukuliner.net/tempat/15528/patung-cakalang-bitung
Wisata Anjungan Teluk Kendari,"Jl. Ir. H. Alala, Tipulu, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara, Indonesia",Kota Kendari,Sulawesi Tenggara,10000.0,Sedang,https://www.mimbarmerdeka.com/wisata/108013326973/Menelisik-Keindahan-Wisata-Anjungan-Teluk-Kota-Kendari-Nan-Indah
Kebun Binatang Tandurusa,"F646+2Q9, Aertembaga Dua, Aertembaga, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,5000.0,Murah,https://atourin.com/destination/bitung/taman-margasatwa-tandurusa
Masjid Arqam Baburahman,"4V83+9HC, Jl. Cumi-Cumi, Lere, Kec. Palu Bar., Kota Palu, Sulawesi Tengah 94111, Indonesia",Kota Palu,Sulawesi Tengah,10000.0,Sedang,https://travellingindonesia.com/pilihan-destinasi-wisata-di-palu-punya-unsur-sejarah-dan-sisa-tragedi-tsunami
