nama_wisata,alamat,rating,jumlah_review,kategori,image,lat,long,place_id,kabupaten,provinsi
Wisata Pantai leato utara,"G329+24G, Jl. R. Atje Slamet, Leato Utara, Kec. Dumbo Raya, Kota Gorontalo, Gorontalo 96119, Indonesia",4.4,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHVO9ynL9djxj9KRdUd_cXJOQWlK11IPSxhNroZQi4YVqt_y873L1thCrM8aBbrNSmRXKTQWwu-z2fE-TOwizk3_R2V4KFYHuMRiy_58WSywfr7Bsw0kGmigTr_3lU4CSJzVReVv_Fgsy_5SVZkW0gDu66yzvhfMiM4Jz3p7Z109cyuQXjcreRFtFsv7OL55_pIvc8tA56uBkcanoW3ArfmJs5W5XF3IovgWYP6PKJ4DxzW4Y7jJUo3H7pP24Ls8OmO7QNmLl09s8uFXoUJSI2-ZfeKiSZmP5RhFjcF2xFB0PzD0s79USqhHD9h0v3ztL1uxaiombz-edzLYgHUlFsxY5V8ZcK_zHq3HaWpGJ3vG5DFMX-oq-5JFxwCxrdcKsaIuKF-2Wbg40PIRUke_yNOEYz2V6aj72LYXo-Sd_4&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.5000639,123.0678258,ChIJR1uHXdTVeDIRqKz40Z1lJKc,Kota Gorontalo,Gorontalo
Serambi Madinah,"G3M3+PW8, Biawu, Kec. Hulonthalangi, Kota Gorontalo, Gorontalo 96133, Indonesia",4.4,7,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEF8KwHLcDBcACq2VZR7mrSxmekPFmiccR9iboVjGtv3nDSu4gVp2kaUB7I9OoZl1MyROWTibNLeMf2UX1cPajpaft5LDupfr7YwoKxm7Btpz2muym5vWt8ZqTMfv0f3D8rvdSKvstzNarGlMnYkG6fOnCaeDqXkEVravcYf4KiS8CJpDyQbggjCURqhOjNbRVr0mG6LQw3FlYn4m6142hMiPy8SeDLpejTMFk2sZJ8nRkaKaOggvNBozX9Qd7UoDgwRutMhkFOKCQE9a81G0UZ7XhgRoS6stFYxRJhSX5iG5JMcEmvdv5Dkojwuu8QkHz0GFskiOJvuKnJmKcheQdgupXoW-uHpxeROE_vNlUrjEkVEfy4snzq3aSwf8NhucL-QVBifYVW1JeUdvc_JEAVNvGWPhkYOw7XYBGSrKjs&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.534296,123.0548271,ChIJYQZHXuAqeTIRYEUqjKcinBk,Kota Gorontalo,Gorontalo
Air terjun Batu Kapal,"JM7P+74, Wonggarasi Tim., Kec. Wanggarasi, Kabupaten Pohuwato, Gorontalo, Indonesia",4.4,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHLC7EP-1kp89RZbl3BX43vO0HvK8TyK-shSs2rvcgLutX_1ihoqpWrojNnye1f5c7L-YzLrmukgqOh-Ce6daryhq5wYtTijn1v-icZR1kfJhwGcXq1GRZnt7DjZsW2pR3lAKQZZt9GnJGTFnencgbl7LjgtVVPkzWAzrI2zoWEjOs273tyUA8vZLyQ9u4C61ZvLuid818ICk5Irf2AXlmytNamYiPec-OiynCu-HldztntzQqeyzv_-rS0WasS_zdIv8N7nkPuXVRvVuMU5TUw8sJaPn-NlWlSHyRRlW4GAbCaZ7ZTwLWPcPk0vi-USO45WmW-2gPM6rifdDLy87I2xubY-nY7Xb15gcK6NWpCkk1AZ9GbEUoX_2oqRq6gWkT0LEGVldOz-QZdOEstnKqh6jtiRc1JmbNcm_bntzp8O1E&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.6131443,121.6853334,ChIJ_zoVA03XeTIRm87MNpNbZ4E,Kabupaten Pohuwato,Gorontalo
BUKIT KEMBAR,"HH2R+46X, Lemito Utara, Kec. Lemito, Kabupaten Pohuwato, Gorontalo 96468, Indonesia",4.4,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFmeGwJG2tW47s9vLVQLGPVRiqd7FPRiqdaVqMTSQvapid3PE-bnW0ywosTWhHp7Y-20pMfxbq07ZYoKGI66cT7xZJ8jSASwtY7L-3nNUMyPtPqlQj2MYAjEI_WK7xKDC-pXoZg73cZ20DZdt7-RW1sDDuz25_cGyz2GFlJZlPyQHwJOGDAimC1vh34tXAnrpXZxmzaynmCGbX22eHbfBmtzMzM3f6KUJsWUJTQjmGQjEO8tVeSHJ8CgOSou3yD7TKHHIqlgDDtmBp7_HutPZEr0Lhe9R4yBnwZ6xVDHcbmbCpZet2rcWyDRxlInKQopx9GaXuzyVkkFJRTdi21B7xjwkwSU0aw6ifRfmuc6SEvBaajeSHlWv1Zd9gjR8SkdKFqZASdvIs_yHaMqB-U0YbVOez3TcVhpRlHdLvo2m4KbQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.5503566999999999,121.5906095,ChIJI6TSD1F-dzIRQQi1OcYO1J0,Kabupaten Pohuwato,Gorontalo
Wisata Alam Tombalan Desa Komara,"JH2C+V3, Ko'mara, Kec. Polombangkeng Utara, Kabupaten Takalar, Sulawesi Selatan, Indonesia",4.3,7,Wisata Religi,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHfX64RKNM96MaC7ysGNsrbS24ergbTWSQlWsgyzJKxSZ4NFMv3yO5tQE0SD4AFkoXY-8vlhmFQR_SEUJcUag8CFC84N0LtKn4Mqgz3J8hSi34liiURE9eMiiiV_BzQU0Wz7105ejokvEfQwq28ISVppqL70EWBx6UH2pYYBYb_fhX5MrniptURZq_G2stV5_QyXx_GUAcGf9H1jOPN4e9UJmVZAiDTo4WSExGD0GRkn0CDQWeGbj1FEzxMZ9P2PuvUyUb_TQdZ-7Fq6zo8NUPhv-DDEY360yV9eijvNfg2q-cq5zmdfCxRXfnhfLl2nm-J5hLGay6DFT4WoQEfV_5RJ2ejHgxfAFHTLTf3ddaVBNB0BNYthjFq2HgMZhUyVT1xDoyoYqxFTykDXEuutjm4dcjCsVjaBdAjYRV9Qs4&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.397772000000001,119.570136,ChIJ061kwP_bvi0RGLwfzDK0-e0,Kabupaten Takalar,Sulawesi Selatan
Air Terjun Nepo,"RM9R+3F7, Nepo, Kec. Mallusetasi, Kabupaten Barru, Sulawesi Selatan 90753, Indonesia",4.3,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFKWUW6qwDVVwjdCskmQoJEqQv9Bqf2_8u07-1QQFl9n_t-rAStq6cOZ9J28GRSag8Hi6Qgm0O2H8BnU7lfxI56iHk1yhDOhMb6CY9WMi2GgLEn6EyjsMG-Ds5ntmY44CSUynCbkWthQE79ZVvnxUl_L5h6grxD2mYN-ukUQQ9loeQIpL-x0k7QXRqhcD91jQRN7njyV8g60Fg7uXjMEMh-2L5pqhmWYloi_0-YOTn3eLAPbOqpenejV8VqTZxEVU12Yzp4NI-_btGpz-WEfyXl48IgeWi3W4uC3pK3BSYTyDrxn6q4tC8FtjNugJM2X52cWD4bhpb_xtYHIv6ZDfhouCXQEJJ1adaB_1pxMyQ9thEgPcLOKrnhVfOzwuLmqGk6KzTnBB-7P4zF9uqUEdSa23dfpiGu5aSyZBUg62g&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.1823274,119.691176,ChIJKU4dbn-RlS0RhO_vvDzVT8I,Kabupaten Barru,Sulawesi Selatan
Wisata Buntu Dengen Kambo,"Kambo, Kota Palopo",4.3,7,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE7hXOWvxPRKu3KQA4XK0AJXtq95qoFv9va6R8svNZ3-YphD7ifIT5zHawV_olwRTsTXWC3HT63Y0Q2kXAXNmZvyT53TSJiIQ7zVgPhY2PqyWaboI2CBnKOzstzb2HjtNcq6W2DXtRJWNqISwDM8xBqVb1YheMGknTdSfyEAFL4VcGgrFNrYPjXs-2NzU9UFFqcsOE10X9ebGQenQtJEOb594xTupbaPQIl5HP_e28xHwLzC8FwOen7U-v5IzwwpeItkva7MpdpL_tBgYfF2FFy9JBUGWDMRNtzcyvA38pmSa8xqG5ctOXOfxF2JQsKEUDbxom7j8-OVg2SZ_y0KlUkwqTPcwI1b75o8ROPuM0VvYxuOmzrPkHW4kLwfeanzNwGNHhfE0qHa-IapeWCE28Rys70fISoagLwLHqJV70qF4_F1pRjhKv3_U0mufTKU2t-Mh8ev8XLeJ4fflSyRpPwihTWyULgI9HFTL3iva1rx8sd31m7qQs6L3z9ePY2XYZcPJjsi36nrdzLv-apuMFMnjGRQgW7S6PudBy9uH1NRejQJrPSRNf0pNxp5ifCty5fmuoYp5w8Nc2Nrrd0ODpelVzjow&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.0031017,120.1448361,ChIJWfUnhTrhky0RjKWuWndsQ4E,Kota Palopo,Sulawesi Selatan
BUKIT DOA MERAS,"HR6J+PJ9, Jl. Raya Meras, Meras, Kec. Bunaken, Kota Manado, Sulawesi Utara, Indonesia",4.3,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHqzgvVeuE4xA3wtZA2EFwicqt1oM8nO57RD5jkhtA7pXJBlaKj0xuJYNHDPTzAemrHDu_R-JWSCdn8W4J4lPjguBrNvzYwuBKxCp4C0Sm-3iFfGiJuYUEusIjUDo27LSkwObsmzjSipjPMaMup5ee13DpLE2daYns3IqBlJb4InJ_pPaetYgl0LJHzyKmfmfMf1wiwxohV2d34H1MfkeHIMU2byfFmDUpoaBwHfxen7MiZRrKP_IT7LdvgUBcOoaH4Vhj7Fa9mmpn7JMy5Uur2SVN2DQnlNkAqnf3QLG3FtsXhYAf_LHbqg9akqmQ0Qf9bAJAHdAdIMpVLyhOPs7GaAGXf_WwetuP4kX6TkI_zeWC6TkZIeEzfkRX_LVbqmwXTDwbDdXJpzSsNywyRBVcWRC86jyhQUEMmZnozyMgJXs14s5AuBjnXbaEKLqEf&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.5617816,124.8315968,ChIJYymOxBqfhzIRINEsvnfItUk,Kota Manado,Sulawesi Utara
Saliran Beach,"Moronge II, Kec. Moronge, Kabupaten Kepulauan Talaud, Sulawesi Utara, Indonesia",4.3,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGf2fnif8n1DW4pXV5UQIuR7qIrDzh0QgDc5rHq8h7kVq7MPID8uijUbQl73qfhVLJgIdnOWdHGNxFsihA7PiAcndosbrdOQTi7IFso469LutFEN1nOdZ06BuuPEkgK-qN1ZtOL7HXE3hINKg7p0PlFmxQtoFIqE4gTlwZDQxR4N24KoMnDbKYYrN05lQ53A9YYdQXsQDIqNl29lP_YjtQfP92RPB08jUFjakitovOtEJ16Y_C9f72hBMYK43DmjUxPTqjM6yYaMCZ6beY3vWT3q7CmQm9mBxvxvUXBhdmWeA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,3.9042007,126.7208566,ChIJfXUelhUljTIRzN4ixgM6RGk,Kabupaten Kepulauan Talaud,Sulawesi Utara
Air Terjun Pangasintoli,"6PQH+9VQ, Lumbudolo, Kec. Banawa Tengah, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",4.3,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEjbi9BuLOdT0dwm3vGaXP4njfBzpKMBpgbcsdAJwR4E4ySby8J58wT5DnRCbwUgy0GDrRFhKbBc6wepPIunKLYM08FJRMVWECFlBr3CuoTkDLi5WnxlUMJAXZHwJ8Ndua_DsbF0o4fU-WlA7L4SPUzFn2XcUjGcPNgmUoqAO1LIn7fiS-Uk29mfHK3htGWjdCSC_Jr0M9_NeXpgbWJXxCb6f_NvkeN-CpvdCDgeO4i1QIoH2HLGYSKRzh8rqcKnw2d8S4ZaCy_GCi6Y6xv45bfC7U_UJyKyyMKi6ohmc53svAZWVMfhLHOuCmrbJ6CimpFpfiQGOPAEa4cXqVJuzxu7JUvn3PP__sb1ewksqsLKVOyucrm4B9cUWQvcbNX7zP5YyUhmUTEK2r5-ZHoKyu7vxXIYZqJnrCExzDr6fzgTwQI&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.7615274999999999,119.7297385,ChIJd3cx1hK_iy0Ry3tPtHrxsdg,Kabupaten Donggala,Sulawesi Tengah
Wisata Pantai Bahumbelu,"RM8M+6RV, Umbele, Kec. Bumi Raya, Kabupaten Morowali, Sulawesi Tengah, Indonesia",4.3,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEOPOtVKKTYM-cKigcTspZvPmrjgOJ_4d607IkX3TJqURcymN9QphMSAKG2umzGAtg0Y5kesbYGo7ZphQCx6Uz3zvJQc5yrhMmKFyFW2twDn7dBxeb4jp0GOpxtnGCrOx-4pNypSWjgBIz8_b2b8P3NuHk2wVwTkZXau18hhVnOOy4PTWRP5ez_i6rOxdWE3M2PI69DjBbkZh9sZ-xH_NBdvUz9sA-JwtdUFuaZlk5PMQ4xS1b47l8ljIYabkiH3cAYBCn0afdmq0fcGQe4UuUfToAviAWXaHrljB8Y0Dpl_5n4YubiYzXLWIGrsCx7u1JFxBr3-GdPJfjLPocqb6SH9lNheBgRdte7vFMjQ5VFcycLLVxfwEssScGZGtv3FjZehfwMwGoe8Gi5wqdbvBol2Tl3FYDA2_Nwg9Mr8Ec-Wow1&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-2.1843807,121.6845435,ChIJtUTeN9-pmi0R9ZStfz39CMI,Kabupaten Morowali,Sulawesi Tengah
Pantai bobolio,"Q2W5+J87, Jl. Sawaea, Bobolio, Kec. Wawonii Sel., Konawe Kepulauan, Sulawesi Tenggara 93393, Indonesia",4.3,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHN1V5fRBAwhVWLFQ-OhtlZn9xOskbxTZVfJ8xbUUgC3qqjhn-j_RymvbHI2S4PlVsXsQ-273khZtdHwii12vHGhsRdmeCK7hh_Vw6PVW9uNkbLbZ8Q-YG1vMDFSItHUK-ZoDLkm22M4BeNIf18l452s1EO6Q_SrCoHCI2smi-ObYiMaKLfY2uOzVm31ff6R8-3VbcU2CHTMMN-v4DfznqmWbaE-sfwLSloT3jX9LZhUapP83uc3XO9iVJj2URRrAhmqlBILn3qSxg_-25U2QIWV4iMJLScnIHHIXUO28x4ZqjrBq-qylv2HiNBvzsUMSl-xdP_0hyAQhodDCudj0f6wkoX4V4GwwH-ibhpBld0JFP2Nux_vr7BLLNt7XscNAvF7FyL8MR9-T_SDSUC0ogEzfYwmKpzYEnFkwPKwVCEhw3F&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.2034652,123.0082881,ChIJNxoiRq2rmC0RcG1l5bMyyo8,Kabupaten Konawe,Sulawesi Tenggara
PUNCAK BAYY,"WJQF+H84, Unnamed Road, Balandete, Kec. Kolaka, Kabupaten Kolaka, Sulawesi Tenggara 93561, Indonesia",4.3,7,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEF3wrkV390DBXYmqIQzdXx1SVZBKB3LwqZDLI9-_FIRqit3puF3cwuuN9nUp6r_rvruriRXt2GbFNYRDxNOmXvPACwy6OMKKjJuWj_94ddwUkqidqhqFii8TAx3N_xB1G8vTUjufWpKe1BpmoYsyhQL5agSuZhILLcBxTuL84lgal0mJPPh6WMSn1W1SsE6hb9NhP7cjGZDQYz6O2tDquezlfL1V-HvZmr3X7P1yrcfcThFtbfoyJTr2PPZTllNcO9a36B3TZw826o3-3vS6U4a-hAeK0a19bd1Z1j_hKSRqkVc4gS0fefVEZhxWhkuZLMdObwV5aUJzZlO994d1wxE9xhw66xKwnP1CanfRRt5IBJr02d1Lj1vemqMgMREELy9eYqFtpULfQHnaiWn4fcsv9wIz8Bq3Idv3PEWqac&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.061118899999999,121.623314,ChIJlSPrAJH1ly0RTcVIVTaB6iA,Kabupaten Kolaka,Sulawesi Tenggara
Destinasi wisata Pemandian alam Telaga biru,"7MXQ+F7C, Tete Haka, Kec. Tontonunu, Kabupaten Bombana, Sulawesi Tenggara, Indonesia",4.3,7,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFbdSZhFOgPSfI4LglU8aYCoBiz_YXn52BFt14AeEi75C18YA7WJJMZZ9Poj4zgRiYK4J6SnPSvZux1QmlQsu5vDOf-a5PmdZypk0TnBN42SqQsDbCDkcdl4kC424rkul6e2QyhLTIJL8HZdnJ-d8eUZBRVIT1PVx78BAjS9C0RzL_AuzIqIfg1PqpSeFUnyEd52GiUNFN0Hua9kpe2OhLs4Y3TKMutAsJPo1Hya7_Erc0aZt6iMdCp1zL0JrFpiP-4Flmdr3cNeg-6OMW65m8Qb11Yym0HXENcEO1rMTFTmcF7k4siZkeVK1BbIeAPMLvAEqh9T2gC25awZNPKqq0xe-tksLEssP-9yXha0GddFgocgsnG3cJCerlDQxkO6mpR_DlVYpbBkPf9KZ60n5daSWhz7gM2piUeC1HXZsHGcCcK3nneQZKKZLhNxxjw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.7013085,121.6881279,ChIJkY4RNADNoi0Rd3Z2noPC4rk,Kabupaten Bombana,Sulawesi Tenggara
Pantai Ambabe,"Babana, Kec. Budong-Budong, Kabupaten Mamuju Tengah, Sulawesi Barat 91563, Indonesia",4.3,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGvTSxVlirODw0z8TC8wJgdAmG5-YYJl_Fy3en8d9pO57UYFEqX1vbdEUcUj8dtTVrrZiMDWcCIvw8jisyufBI6md4WkD_k0HLRbOcUgI-bjFI_GRb4U8d6VDkBxaNPdrCrRBqNMCfpbB_VafGZ-7oBFC2sI3HFwpm5ct_ijZ0Lvm9UBwaEP5Lc6_8kHmdyqIosCmGcSoMdwjR3BoJ0IxK_sGKOBZbG-fGlcGZ0gmdZ-AEcfn8wBza43RP02mN_uxXtr1k5iFxHH03vL3LwvGvbh545Y_IhHcVUu4xgJiEaAw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-2.0675956,119.2017963,ChIJxWwIOGlljS0RaRV2RCnmY3Y,Kabupaten Mamuju Tengah,Sulawesi Barat
Kolam pattirotiroang,"M2J6+5VX, Bonto Tengnga, Kec. Sinjai Borong, Kabupaten Sinjai, Sulawesi Selatan 92662, Indonesia",4.1,7,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEH4ZmX0NRpTfb-v2et_qJnIZVLzKDnVc0tRJcVCKwtM0Sp7UOikqCcwo_ZmDubqyhY8Gma20Xt-2l_V5CRWQbEymIPGZuQifwrgIqeTNTvsfiYUKVkSmjybAZCosy4ZskVFU6EgPO6qRj87l8Ulr5nzx-TC-DEdDHG_8HTT-V7S9iZpmyOEMshK_3VLigWtvSxjPcgISKiz-h-Dz8Fgun7WnJM24c3iXUkQmoUEbai54t6te5oO93vwb0W5JTChhpc8XmFRXP5L0tBpKChZiBrzmUI-lRHp2_2zY7c6SN-HUYOe05Ub9l85GFtCaL0ajHG3qU73lB16V5KRrlSISwtjL-NIwVnnyOYvG6XTV90Q9iWyM09u6Q_esv7hpUgEHGocQxhZoOOl51cstK4R4DEty-zBqQ7PM4-LNja_gh-pgrE&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.3195109,120.0122278,ChIJjT4Btnujvi0RVCMu5Y-Cc2s,Kabupaten Sinjai,Sulawesi Selatan
Taman Wisata Karangria,"GR6V+PMJ, Bitung Karangria, Kota Manado",4.1,7,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHBp22CgW4YAaZBE3o7pmqGSAmavETnzHE7L1yklFJO75V1W-v9wt9FYJH0mm6XOoOh-JoAVaxffFYwd0wiM-4uHMTEVr4Pl0rnqwQyPpPWueEEYfrvazhzH9abSI-SR0U0ruA1vVPAeqyRSukn2lkLOGnWMumYlb4ll8p8Jfvh_OltxRHErJ-_L4ZTRSRBeLo-BjdSCe805A3lmI7Ow-osiu08l724h7TcrjmI3eHSLaDZRKyPNP7grvq3SEhezk_c_gXNbabULFZWTvk25Qflc7Exset436PfY5xKPtc-1a7IUq2JaPijzNlAaRsPLhTzlomKPfhaUQ2wx2pzNNwTsLTuBflGyKjdcgPgXckPykwDR_NgV9nfv-pAShNrgpGZhGHuZTjkZl-Fimf3088zzgD6TcoRI-fTeD25gQXQC8DqGDHGsC3ZwT3rdehdSySGNJ2kFslYed8LNEyyCLUKFJgi0cpJN4NFIBf4oYt30NiVYqethxVYWCBTF47nQXq7FAGrrkRqbOIhwutexv0_SZ57CmUDnoIKvwWi5uXkVz3munOLATEC6tCO4H1vW7x-vg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.5114573,124.8437663,ChIJD20WLgCfhzIR_Z8MdZJY7k0,Kota Manado,Sulawesi Utara
Otalojin (Batu jin),"W476+H9F, Kota Jin, Kec. Atinggola, Kabupaten Gorontalo Utara, Gorontalo 96253, Indonesia",4.1,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHylGjpceYiLTnrPwjXwc7IXgiGZERyfFDxpTprVJQt36WIZnOi7MirkVqU4cZTDKbHd7FMNAuW8Cf0x5kM5bUqMDnuB5PprdyQuQXswH2Kn9Byf1LZpgFxooZ0mel3NGuyc_EQ12YWc3XCyWOmn26A0eVYX4ubrNQmPgfKXMtsN2Nzy-FY6BLh9pZgRa5wjwRMcIENO5osp4V7rblezHvRa82d3d8_-4V2bFhHXGniutXg_DKmLDXs175ml8fbcHmOduZ9mHvuhwUcjGCQvU0k_gl-JZWt0nTVey-9Y7mA1j1gW5sWP0vf5Uk8JY8U317R0t4dw9pTvtx9oPc7kXkVQwi8GP4lAYn5K0DIMkfKokFce7zAqyqgGRdledlZFEZpWH0DSmiKXMe2eYH7tUcsQuY1ibf0S0hTgLazTqk&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.9139464,123.1109329,ChIJkSAG2G2tfjIRVREH0sqj-dg,Kabupaten Gorontalo Utara,Gorontalo
Pemandian Lomboan (Nonulo Bahari),"Lomboan, Gansal, Kec. Tinangkung Sel., Kabupaten Banggai Kepulauan, Sulawesi Tengah 94885, Indonesia",4.1,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGXGd08CjlsPZAeNj4jmteQo-z-U3fPsqVJ-YswjDl9Lp0hNezo52lmAOVh9_JK_bS7xmYPPrz-bBiXI_Z7ozTLMMx271KjisYqp8UPq09QdC7SALWq9mesQMjywPngFWHFZ28mKQnwAxtQjvepW0hT74GBa2cwqMSP96DvUuoC4ILAPPR_ikAugl4JsZcayX_nfoG7GwyiqBQFifexjzFo0Cl0hTRDVPKYRkPNbLxw90EIdjOaqu2gThl469LymjXK_8oUqFiQaaToU3X6BOBKX0C8Hm3yLH0DWUS3hAOSDxRv2lCLm5C6TH_QkpTR2aQMULrVKyrTLzlImc-gd3tUy9yQFsdcJNRXR94zY_47U5i8McqFEmKfmh33XMftNBFBHcaSm5nTdci71z9fkOnRu9jtCpzL4WQJlZNY3ovkbA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.4168606,123.3233068,ChIJz_qYGhObgy0RMct5llcpMoc,Kabupaten Banggai Kepulauan,Sulawesi Tengah
PANTAI BONDU BONDU,"PVHP+QFG, Tue Tue, Laonti, Kabupaten Konawe Selatan, Sulawesi Tenggara 93892, Indonesia",4.1,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHH6yvgC6dA8XLVH5rJAwbb0iOV3xCwRvA3_sP0pT6GC7dXhLhKiikwBqxrx1QvXyvqQGfohLzLQFtp7QS-MPdauE1Vp1RX99YWGLw1a-qff7hEF1lePaix3btV-FJN0G-PRoYmAd5WcrfHponfeEonAO2UGe2e13m3bqCc6znpjnWTcSvsiuuUOVRWFg-OFeV6MHI0RKkbhQ62w1ZuE4-1xfLCRVMoav9jxl7fv_c_BjeFo8OryjckpCXTB0RPkveOV8Mq2ezhDgbuW8507l9kXbqGph4uXlkRFHZMdjaX_Iil7pPJ2KVp7u7zOWkppo0SlUpik5T2AZQscFa0UZbs3h2jp1r33V0Df15Xk5Mi4YBbG2X3EOPOgGFK0frtbXRcN-pFLuTa0GWf2bd1IgYvhZBEhoHNV6Dh-WmFUwR_H-A&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.270574799999999,122.8861966,ChIJHSbcRm0Ioi0RFSsTIaa4P4c,Kabupaten Konawe Selatan,Sulawesi Tenggara
Pantai naina desa waturai,"R58P+FR, Waturai, Konawe Kepulauan, Sulawesi Tenggara, Indonesia",4.1,7,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHlH7k8xe7hJYkbCAqWX2Koo3t7i7_bNQvgJRAqFhLN3bztHy4rkJ-q0OfO9cwNb0n5UgHSYR9W1Q207EZ668w2M2vnlVDgE6d001G2Sryatr8F-83eMT548vaHEfkOq3FzeOlW2rr9N0Jwsg5CbjeuH1RBCx_v-EUWvDR2UMLpl8h2DHw8aHKEX3rzzQfJAklk6mx0GosmzN7NqNk0qHMRtCCGes1ky6P06e3llMsl43S08OgJUgFvBS-JBBuyzQJW3597zoknSslp4oHCMOCrApubv-YejQw853odaXBlACNVr_ccN6uJ9oyDGnnqP67aSV12ZW5hWBh1y57g82SBCijcUiZR44h6XtX2WCGBc-zABzKm-j5wJKquGenCAKM9zuhyjBRR8D4Y0_CR2Iyx-T1e8XSCS4iVmMdA7q5RIA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.1838125,123.1870625,ChIJOyYuJABXny0RxuzM7e0CUTM,Kabupaten Konawe,Sulawesi Tenggara
