nama_wisata,alamat,rating,jumlah_review,kategori,image,lat,long,place_id,kabupaten,provinsi
GMIM Bukit Kalvari Aer Ujang,"F44J+V8H, Wangurer Utara, Kec. Madidir, Kota Bitung, Sulawesi Utara, Indonesia",4.7,20,Wisata Religi,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFVyfnKNDEN4nPy3cZkhn3D9GEgmyGYTAYulxA3M2kgDS4bnxnLbjYYkwbQs68AA4iarDlLN7cW-I5y422tYLZq_ZaVMbf00LtXlSxordLOzGSHG_BZuAKqTqdoOGSNBQRWlnOfJj2gpIsa0v9whNiW3gyBw4zQpgTX8-ss55VnaT1QEx2LZKbhoTNu5W3ZF-MDjxAPvW-VHc2ugO5BgwQVCfknP70rVuxvjRd1dgXBE-Dl8LF74VYAe3RKiMMiBIcYjBE8VaFdxkoUq-TEsHSeXJi5--EeIBR3oblnPDTQ8G9_EdbjqdilwbUAXUWw65yU4km4ISq9nMKIaP3tF0REF8clMnNnFPRVVf5L1mqdP7RNXyJUvGToUZXzH1HK4KMeu2LkaA9EHHIal0C9R_MhdlPZrWyEPcU_zU0FhgekssLw-5s4qv2ZYF9qUQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.4571922,125.1308483,ChIJqzXURjIBhzIR7fS_HI_qHOA,Kota Bitung,Sulawesi Utara
Kolam Renang Lembah Kenari Manganitu,"HGG8+HWR, Barangka",4.7,20,Wisata Hiburan,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFvcUTexouBHUy_5GyVJ7M9tr9nt-qL6S4cfG_LjuNBq43TVWpn-2xSBR8PKdQ_opfuZZoNPHRJMUzx4NpxrmglrzHm2REs7i11oD6-2a63vrYjdX76T8_DNYam5Kf_L3AfoVNuLEjEifMslthC8ON_fcMXQs7k-v9OOfRUuw7YWzxvaKxAolzz9MPbI03EiDf55DSS0Q--_DmFwfZQ3S8HgV5mUQ2Hj5CvVL3rAVnL0_O56VojVemEzEhg0ekGarYBOZ99to-tb_8Hg4_jv50r3c356Srad5oCopgUBv63WVpcEUyRK-347qhXI-sRgEoRDVcPiQA_iplqsgc_Ks8Xy9FKw-D88ozCzfdQnH72bB12ckQh_YwUF9djBqB5wvpIevS043IPasGA3ZBwRPPCvcsGvILpr8kYwQC1QqSZ3kKSmpVxYBxzs5cQj2bmZuRGNd7zfrA3nEyoFESxXMQ87YIjDWWr4sW6ncqpk5t03KSa66lHH5E--wIGTzWIPAGEeZf1fAkyEMhIGx-WjGaPyVmtHgN3j8Mcs0DdY35Ek-QQmRGokEPmVN_ySpwHfwRrf46unBFhCQDwyjyAFTkeX6UzVK5B39yB0cyuHsg3HhczrKctKZebx18p70OgGOleVg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,3.5764956,125.5172676,ChIJvR-uoauhizIRBPUFjhZwk4c,Kabupaten Kepulauan Sangihe,Sulawesi Utara
Batu Tikar Luwuk Kab. Banggai,"Soho, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94712, Indonesia",4.7,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEs7IByWgmi7JGK8pkxXdUtxEpETnsZGnwFyfdWLFvQ54Auvoqb3ywDU1_j4T-WTuJDDQrcqYXagFSzfr6bkEstyiZ9EQyUt_0zP-adWxX6OS461rxLkMvy2neUnn8xLeHTNPWx0Q_KsMtYaD7SMinHp6AGzQGaSeKcWOMjVrcXSRbKNxV2EDABAvCGy28b5VjkinXMIVC4FZMa4MwT6XaINBo79daxEhtXYM56i5frHbf9wskF_MLW1fL2DLhvklDL6s2DHrUDte1FvfE1sitkFdSTgWy3m1yWsCWt_i8f8zwBFAIRUpqff56eya8xoI8DFBjbEZVHTG1DnSqdM4p-l4Ue6UeTY4FXERuUNKL3W80iR4qIzH-3kJmglprWJNyFqJJXcuqBQadMdSP5_9RzV4g3MjOuGCrCtcQVmF7_VN9q&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9318125,122.7884375,ChIJD-uXqJejhi0R-sARv7blVZ0,Kabupaten Banggai,Sulawesi Tengah
PUNCAK OGOMOLI,"3R9M+R4F, Ogomoli",4.7,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE8H-s6aupw-xi5FuRBTZ7lvaUhdzAqB98CjB71epEC5f2QTGz6-V7xTbmK1HZNDoYoN7b7EYBgf7zgduOcUq8AAkWa9SPXuTYgHzKLA46yG3Kmx8SPmdIobKcrQHT0SK1C_MLLbrbZGOmtd_PTmPVR-m59sZ8HQqK1v35g63WE70ViMqCkr9yNV2avdC5sFEc2JKiVYFoQGKoupP8DmYJvqexLVwLvJd_FnMZkwJk7oAX8CGUzWlvvbA_ccbN4F2UtaxQ626_0FYmDNWEt1iAcdhOGiYzUaBxMVVrbUx5HHwSQcNKucB1HdF_-Xae0llBWprA8tfBvgS24scvXXKGxsVsZCYiBQ648cQ6xVJ35wpLjvMxsFWKvwFBda_qxu2zzCDp6XbkdcPc5q-S8xqTVqgTT59Tt_ifMjzGkEXH8MNT6_aqrcOoAtcOC1YXRuBCjxNygHZL18PcQvzJGpC-07pVgG7i0BceRRXlv1MNBVe1i0HeEsgHBcqyqT2tOwPMQ2L9R-zg3_tHQPk57w1HRvyJ4qEf7IPmjrZVyaoDt7Nz4VZaKz4ooFSI8oTKb2z0850I4X17n2XyzjV5EizOA2S72yHMZzO3mHFek1fNZNoInkRrp0FelCl3Kq0KRbfzrI-Ta&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.0695535,120.8327956,ChIJOeHYFBgrcTIRuQL1s4PH1zU,Kabupaten Toli-Toli,Sulawesi Tengah
Air Terjun Andawe,"9WFH+38W, Matahori, Kec. Abuki, Kabupaten Konawe, Sulawesi Tenggara 93452, Indonesia",4.7,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFxJp9D4iPFxtvHFWIP_qwA-If_Qzj6aOkc-g50m0ZeJ2B0bFFX9w_cFtPeHN2gy4KB-hL8FY7ongXOgwNc6drG5f6tnjfvZoOex6H7SrOhNAKy7dnMIP0sATbOg0NxLKlCy4NX46RCe7GnGz10HcsFHjxTwNqYFcZKzO8yrrV0lbSV-sZs4TOJLUH6ERlsPKrMyIfrVwOXphrdy_O7fh5yxx0tVycUS_BhtFb-c-LtZgUcfMqlm9oRZSrdwxYfQ3F1yfikBuXrfP1IVijN_IKj8eMaPdD-G53VvbIgW1sXhiELC2YokLbLDCv6nzL-fIXBfFEaWfGuOCZgH86AQZpo4G32j5XY_JPzL2L7JIQ3gX30W8raf25r8DG1Gts3skrW-79yZirSTxSrMbbv0_tKRZtUSvb50KJUC9U_bxTeiw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.6272562,121.9283352,ChIJhakdme3JmS0RZuQvAtF3yG4,Kabupaten Konawe,Sulawesi Tenggara
PANTAI BAHARI,"Jl. Bahari, Polewali, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",4.7,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEG2mdAygv0hFj35HGPCtMWG-ZJojkQNkUpppYDmLwW50KSRBjfa8xKenRqirSRo5xKZU8Xs1YVb3JV82Maqiak0kZxKNNBmSX-kdznRVT4xq10PxJn2zjuXxCTkuJc4y6V8R8A1sEwaPcrZ1whDxGmfGaVmmB7h2vIV9etiqqFnPiGQZsn2zfY2VSIl9dScjY-7KZtzJ_2Duj75dWaURkDn8q56k0ussXPRgNjh7DqATJzj6ZriVWY6PSjAke0AFxgqMSWOB4Vg4hw0EXiTwRTXBu4MoU2wP-HptH59r42yatNcSprJn9RXovyFTVv6Sq-P0R4GSUI8_zNFeu1JUVENrdacih3GnT27TZlZmasn3UCC9oKsRDm6cyupxS0HDlxt-Jz3auJP65bt2JcX_7fJsN_8udbPdOVfJ4XduRGbIDEY&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.4384175,119.3489268,ChIJs02eQq2PlC0RXAquFe38NKw,Kabupaten Polewali Mandar,Sulawesi Barat
Pantai Bahari Kanipang,"Pantai Bahari Kanipang, Sabbang Paru, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan, Indonesia",4.6,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFuz3nq-xAckfnehTJTIVlzryielXLFWdAbkLL-6ZQsmxHB4SikurTfl4SYbgzjd5ciOTOqy0_lcVfONitK1KhB3m8kcmhQ6oyqgrzncE-CkX8mRjrkK8ogH1o34aduP8fXrUyV3VNArCPTo8A1vjZN_YdTz-Uv3oghKLHaVBms3u1H8ajAqUhPeXvUc6OKdQiP2tEPWqB9rFHdnLeJpu6VTfgtVLNRHaxDSYPh9U1r2avW0T2mh8x1AqFrLn6UdmSVR--HXQK2Jc_qgGMH8sOOF3tfac3k9qcxX97_tR1xukSj00PAJflFBWu4MgRhhzvGCCX9vor62Mi-at9J60yjEJWLX3cC3Aue4xsz9hmYJ3odGsOt4EZw8ChId-JVQJJOXtkzyObmeVQgPDQyiwG3Rh1ACTCrvtP2oRgns26Jf8H5&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.5350654,119.5037547,ChIJ4RrjFq5glC0RU2hnofwJJ_U,Kabupaten Pinrang,Sulawesi Selatan
Pantai Harapan Indah Ammani,"6FPP+5WW, Mattiro Tasi, Kec. Mattiro Sompe, Kabupaten Pinrang, Sulawesi Selatan 91261, Indonesia",4.6,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGh82bUrsUh37rh3gM2EQw-sO0nNh9ZeSm_wUmD6Bo3N8s8yD0BpUp9MOV30bb9xAWyCmxUPxNayFOXrgiAMuQa321W5jfn1VHPAwbxI8dkgn-W6VPbnxwdbxa3nqiktm6FSsfwrGt0bDD-U0sZuAmBzm_4Dn3iLOvX7EgxiHmmn2RQ5ULxQJmyxVWMezPNv5U5pZkVtWRQDfYu9mdESbqEVGvIPeuCHYGKu5QqrpzJi_gUvH0ir8L3KME_gVUHPQ1Vl1kKgd4UTHzQPm4m49PqQYlR_rZ0hOIZ-mgpn9oAVs-Iw7iK9ObgPQV8wB6jk-bDtRTfCv46PcIYYSCDKoyiwxQzDW1Zng-1GYYYyyhFody7hpNWHGXDavd6HAFtYxN6qKY4sqxD3n38Je-di2V5FH8Sb64V6UFZbEJzCXr7Hj9ZtXr3odIxBCMGWIvo&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.7643348,119.4872534,ChIJ79E6cR1VlC0RSi4dBjJD1JY,Kabupaten Pinrang,Sulawesi Selatan
Wisata Alam Waempubbu,"H4WP+M2F, Waempubu, Kec. Amali, Kabupaten Bone, Sulawesi Selatan 92755, Indonesia",4.6,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEGvPqFjz3HzNuc0MuiHPd3FoFXjFrcSL6mO5IgK4t2025YkQaUjeKqckaphMFqHP3IRk-t9-edRz_O4C53c9rQfSYO8cizDBe6BxzEa1o8LSdcHoZMFw7ys6DJiEHPaPcosSdN0RMmU3R-aJUz7Sr7L9cst3-sI_ntfVWEgPqHrjjfhmm5UOQm8MV5G0nvBsYM_fAKEDQulicUyuF0Kl-jMJM8j4lJJ3gGkGJ2WlGq-O_FtFsiVjCGHxOkjX8XWJ4KfQ6dtImMAXGmn98Y_fv9iGAGeBtVu37RRnd1dXeZTKr-6VsddzPI8aTAz_gdGjcEN6zVVJm1U1yv9PdnDw4DVvL77ZhjrEqy0jb8J_TMZWD202jjuH6c1uh5w_HHRWKQgDX4k19fksAdXr5nviluqtEhxK0Y20lzPpW4VGmuxg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.4033123,120.1350481,ChIJoyYvRA0Bvi0RrKiD07F3DNo,Kabupaten Bone,Sulawesi Selatan
Pantai Kappe,"CG23+93M, Data, Indonesia",4.6,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHhd4U0bPWTqMjeXZBj-AwyaygNlJkJJpsb_jUVqXQO3exSPkiP_f6OCU9--wdsFgr3irV_lhdOgdNAkt--E49odI_39NK8IGXtXj5AwkGVPI0KImOV85XSoIaCwrxk5i5OjdQftp4ZrXd3ghRNmce8ASYo0grTYI9t9-d-Qu4LxVUbwBPhftiJZnPoEyUgrOA8zfZ6ZVCGNuXXxgayFGr8WcwCd521sdhHiBJe28aBi4-i2zY8-x_aRJ11rjRTucg9Ynx3yNg9uv53x-_b2i3Xortg3AUXtlx3y1Ycu6faEwChPCsBmZEse9-VfGQX-I6i3UxoGi2ZMWmORwc-H5YcMyosrNqeQTGPff0QzRLZ7d9oXlS86c69s5nTH49AOdwLYR2BVaPVhRJ7IXdNMYhTeCAkIMU7TyyHlzgZbt6ZF9Mg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.599044999999999,119.5026577,ChIJ8S0lraNelC0RF-47dmLiebo,Kabupaten Pinrang,Sulawesi Selatan
Air Terjun Sendowan,"6JC9+6RF, Lopana, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",4.6,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFrI3bO5tOK-vFm2jefFAWRX4EGGfbFySpbKPql8-yHzr-0aXuxjIsYp_jglPzEEGJwXaBSpyuXwdrVA8-E1884xwX7f0IxFEzoJYIWNq_CmaiHAiOBRVYeAhWnn-GpcP-25bdXkbT9ynRhhuoSgHz6d3wpZIkWplObK7Zh_5DYm9OSOZ9i_k6k2daTQfU7lUQbLxzvCQpQs0tP3W1goX34bh-Cy2ISbkNH5J9NAzOscYI1nFG_gmqpvEGfgbeKCCf3OcZ-BWvRop2mLg7m2pMFDTIlQSz5w0W5xlGfFeyIX69HZW4swditSL5GWFv3LaM4lGy5sz-_FB9ThpUvod2ZUXk0_JwWSfszs2iqGjW430Uce0a_qK04X_kE4H2y9gYYJUb4Jlhas1-lvjDxkQxOvJ0Z6pHcL9r4y7x3ZYBthmfS&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.2205713,124.6195497,ChIJzQW0XrVdhzIRk1-IFn_J46U,Kabupaten Minahasa Selatan,Sulawesi Utara
Bulud Init,"Bulud Init, Motandoi, Kec. Pinolosian Tim., Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",4.6,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEbkRzYwG8RcDi_34MoN6HUAvj0JcMsMEqqXnesBek1LxDkQK7rmMmaNS0zwmQTm-ch4uy_K1SPJHYmnA_PeUUjAXZ8PX4GziYf16-ULp4P_mdKssjyFX0cxvWllW_Nrbkd7w_O_8L66Tup0IXj5YIH0motEWUMvfGUZ1RMCfIYKlmw5zF5GUiGmpxxuWd0GESkAhYwqFlen4zxk0bFH5Eqpg6kg7JCkmqTfsjQpDvwawuDNGoirSDuTMy62lgNGXNKlMQk32fTFuf3FeY7yDxSclPckyef9vmAk7uDYGX4vfSf2hdQfEp6sSuTHQzpVI7xRQAgWQmi3PnDoIBnoi8JNnsfKiL1LYfZomKLzV55d6t07dYFUCu3QgNzzhAX8Bn0oUtzNVXYvzLUa6MKN0yXCf-wLT50eb3ZCqYK0zA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.5763889,124.3083333,ChIJ45WDjr8xfjIRiGQg8At1j20,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara
"Bila Tungke, Jalur viral Soppeng","Lalabata Rilau, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan, Indonesia",4.5,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGhnUtxRKKdg-ZjRiiw2PtMy4lT1YAP53v5AovY4nDG9vlSXxJyGtuDuKNCRqfEqFs983bm8wy0HBWQ99cIN-uRff-y3zW55HjG4ov0E3Yr4tY_SxthUHI7mU0JbkcK1ZUDFQCuNIJE9f_IArVCztrin1sBAXPNGYwGMRLamG9DDS1VvXLh4iZmJGKUGHCXoYm6h3qVqR2WK6777vHlHcSi_Nv9KTzoiN7d2FmUUtBwEkeKhSNDyQIGCSBsMY1j-n30G7_xILHfjGvX3Xh5pTlntHCe_uSxOIDgvOy53qwjVQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-4.3725463,119.888019,ChIJGbXxEvf3lS0RirNv-5tmNbs,Kabupaten Soppeng,Sulawesi Selatan
Tugu Jepang,"C4CC+P25, Manembo-Nembo, Kec. Matuari, Kota Bitung, Sulawesi Utara, Indonesia",4.5,20,Wisata Budaya & Sejarah,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGfKrPUlRhqQpjQQns2Yt6wuCklmXrSui7qQTLzniY-MXDTcSCGDOmYrG7cmKQRPAC8nQyT2hXOGFDfUuxNNsnRkVXHgnSz7aFkLLLDQSUojFOfx6QhukhbdjRx2gkQ7g42iUeIApRycZA8gocacQopNWmyNI9UCoFAROjeCdj9eOIjPNvwxkaUWqytYBaZVbqmjzCv4MR52NMrSiMrnKhUEvQOg07U8bCK0Dcdbx6REDphI3E2kJ3gXG-_g-zFl2yhYgHGBNfpGg5dP4Qz3ROAb91aE-LzquJTIswacpGrlaQFgMSTX2ZzMKmv0406pRdG88As8r_ZkwXcdQGDmOfZFbvpMiM3_K3SjzFNx4ZViyoYj0Ye9izbOTVnQe5PjF_g1ynszkmJ2gvuE_p_jloDr_vUF_a9J-Mz5jKz8ijp_aNh&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,1.4217698,125.1201153,ChIJc7pPGyYFhzIRZeWaqSDnpNE,Kota Bitung,Sulawesi Utara
Air Terjun Kanari,"HM6H+785, Kaisabu Baru, Kec. Sorawolio, Kota Bau-Bau, Sulawesi Tenggara 93758, Indonesia",4.5,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFDZcXjgMpG3TXwn4zkqa9kUt2lqWUuW2O9n53V6mA9PW399cSZidBUjnYPsGN3kerXE-eZ80bkQF0KEoz6U5Totuaw2YJrz27udyXfpGVl0DZ45ZEwYw7d44K3gVA5LzCLQyqf5PqZSS6xMFNV4UdS5z4XQlhDgR2OTkZGZIVbMQw8CWfbHbv8IhELAvUqKoEJ-J8223DnyYi7rWQzbpAvQNKTnmiA4iQqiOjJIxawDwqpGzWrc748-rr8hUOZa7CR8SY_19Leqn2QjBkov8rIVyH4n3Vhp9auDLJoWXnTyUDqe_dHo4z-Z9ZzVX_Oyf7EvFeAfee9w_TqT8TGozGjWrLBPCIsCuzdr-pmuZdg78kyn-BC-6cI2pHDxej0cnuwvptL3NnyaYL2z3us0xAO5saXBlI8H4RNP-UThyvUz3KV&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.439360499999999,122.6783636,ChIJgZVun_50pC0RMm6LVcmcDwk,Kota Bau-Bau,Sulawesi Tenggara
Taman Sarung Allo,"J9W2+954, Papandangan, Kec. Anreapi, Kabupaten Polewali Mandar, Sulawesi Barat 91315, Indonesia",4.5,20,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEvP13TtSZPCCf68TVis2_gqe9t2wXdiJavHD-j5hbeHh7_UTwTAMJaZpitYea3FWSyQxt4zo5WRO5-Vm3ngltEb2ZxfOuSM21bEYrquDWFaa1xFO9Dv4N8HL0l366VcoSFlM9AfMr31nJ0Q2xyra3l7yGowPGoD7EmNPvw_u-yOSfyvYS2HMHUHMS3qbW8QjtZ52ctJaCXMlAKt05xvzP4Qa_nlvLuWvSvoZMsJkh0Lo2h-i_9w7P6MzG1-T5HzWpAfxrWTNwFfNrsmOq-QRUwSoLYyL0T02g5178sH95Ta4uJSLKC9NZO7Pb1rJairMrUuj_1Ap6QmpmX_-iFJ7SKQvIoeoWhgCIG1OaCeklBpjKGCQiXK5yfjlPAEEAAysoUozGRlZpuVacgOqJ4RbRwge2clsmeiWd8-sQ9hPegdUz2&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.3541168,119.3504678,ChIJ9Xdz8uqGlC0R2fzwR787WQk,Kabupaten Polewali Mandar,Sulawesi Barat
Bukit Ja'bonga,"JQ4R+9HR, Sapaya, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan 92176, Indonesia",4.3,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFVwQFKQQ08qyL1LpVC7s6GZgRuGH-U9AFlh_lRKnTGo2gU-nOhc-mHd91XGA-kfCZ020USZyM7qHJBZb10SljSxVGt-l5H9Bn7Q0bsBVwOxtCxjHm7bg03OlxFr7BF-5kMvv8MbgLhcW4Lji1NDeOKdkoZlzoHHIEQlqp40-zgRB-DmOp5eM0Yu9FH_6R4yX7GinluRkDmrSJS1H8wer5UyHe1y8ZbxcBqkRUmlnwuDTH0HekshhiW9jnvQDAQzy2H5j4TFlBMAuviP-EAmf7bMl4IOFzWOwgphmZr8tgx5MkPpmCVlTML848JjebfRN9HTGkPLKV_fyVq1W1Vmlg3DewiPYxqs57fL-dboslKqGD7yFN8xcoHd-r2KDjvU1LFfx39Ab78pIr7pOGSo4TaLo3E-ZtbB_ooVbdqT13Q8LXZ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-5.394020299999999,119.7914001,ChIJndYWXHa4vi0RVBuokxrZdVM,Kabupaten Gowa,Sulawesi Selatan
Pantai andewa,"QQ33+GP9, Wata, Kec. Bungku Bar., Kabupaten Morowali, Sulawesi Tengah, Indonesia",4.3,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFjJ9pt2rnSrMrXRaXe4ugm4LoBS1MSXxgIKlh6HUD-l9H6cUqbwXbsnMm7dIWxYonQrqdCdH0AyQjohSq2y80Q4hD5QWPyr8txxeNQxRZmOVMjN6sjrgraM-3AJrZC7Mrq25bltBgdzLYnHVMCVdR0pHwPGSu7gutmdMiB-fKUH-MVrNu66JfTD0Krkkk4wQ_wCQTdaISsfTLnOQ9T-MH88yRpfrIIjob1-IgeYy_rTrvkIHYX6lQnKxEDbsd4Z-jHcMYfumHaGmOyQytvni5IuS15FnX7sPGXEImdbbJeoJ2Gpt98lEKVjCnhysBuBA9j1T8DlLGb1YadV6wKenGVfCi_HhiP_lw0_hyNC959Dm9hTorY4yxhehZ-9_oyNvU_xE0Hcz48cjuFUuI8mBZKDvMYwSwP8VTDy46480MjMQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-2.246225,121.7543657,ChIJZ1tcmaqlmi0RDY2efSqfYlw,Kabupaten Morowali,Sulawesi Selatan
Bone Pololoba Lopito,"Lopito, Kec. Totikum, Kabupaten Banggai Kepulauan, Sulawesi Tengah, Indonesia",4.2,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE_nvh2zzzufxThXUjK9uRtlAjqsfn-9e0_95DFl9hMwQYyS6fhJOZDJRlPZoGfQWZkWAwSjB975pDgqyev4tq8dZRf1KSd5Fy90Fw34ygjnXat1T7q-gXQ8y4O1ogIxu2g2Ri7YQkYG8Mr56z9e6I0ICsZdQsYSeRVm1cE932lcGf-Q2-shnWR-keE8Aw6ymPiLjdX_GVEhSP_V0Uw_Pe7OaD76U92Y1VM4Z0mLvmJdfq4inYIHyu4ufVBWukY_UVVjzKV60Rg0N-eIEGYMq2sBVqF-eVn3FumTWn6tkMYZd8tXeQF9y9sHsI9Grp7ntzoUPy9W0n3i2ESKHx8y6kJ9OKRqXXl78Ffkhs71AN_TjOBDmZgkI2OjP6hV6i0yDnq5IA-uFYZeT0vcpPiUZ19bBhK7hwG23s_BzBl70nxNQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.3680373,123.5353297,ChIJ60AIMxG7gy0RiCpuW7a8jp8,Kabupaten Banggai Kepulauan,Sulawesi Tengah
Wisata Taman Bunga R.A,"PC5H+FR, Sejahtera, Kec. Wonosari, Kabupaten Boalemo, Gorontalo, Indonesia",4.2,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFrmGgV5DtcegPlq0ye2xFmroZMRv1xT5IkrFe4YW9Q-maZYWT0v5g6iPscvlxXZy2_WEtEgdxnJh4KVAcPqapD5mvQF2iMRgUqBIEk7uVgMr77MRC53o2qK2L6DuSt3PXZuJ9q0ftx2HLuk1dGz9LYShadtTML6Fp8OXYRJ9QGR0ZpMks9plEPfsKzOKEph2Oi_YAm0Z7tFHdfPzH9GQHDbBpDOiz3UYDkw7tW9Ukzw-y61Zu9WdH1rsGzSGaB7k1rdObn7p-xoFgbD0J-2Md-kXmwjhNwAvEsG8NHeKT_FEZlmQRMrbcchtr1FgYcx5byJPMsIoNaFTl5IuPF-h8DWr7pYLnRMBZ1XRK0CO6hypif3AH12Dr-pIwjLzN43Fax99oRLm9r1m2xbhnyeaOsOx2UiBoGMfXiVwVhPsewozPO&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,0.708672,122.429537,ChIJJ9AveoELeTIRh_EFe2QQfIM,Kabupaten Boalemo,Gorontalo
Pantai Bahari Pakue,"Unnamed Road, V2RW+V6R, Lawata, Kec. Pakue Utara, Kabupaten Kolaka Utara, Sulawesi Tenggara, Indonesia",4.1,20,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEbu0ubqkkmSfQ-zwGkK9Zrax5W6sFtB7PCHSTyAWwPzuZ8IgityaXd6aa_SgKeSe97mRp5i6YQNQZ3O-UH7PqrEtmCovSeX-eExb2QvS98v-Ehx5mCZCIu9AURYV8obDNwdG5IgHUzY-pFVILpQ_do77fPTCHs7WBgDx9LXjXuBoBmrEvJSWuk3La9PWfQgg-3gqgdiVFSQulgB2n8BYVDR6tMZgCzrwd6vaHx6zBZytkhoQn8rEbkx0TuEUoC040Y40N_DEeT3HXld_UuQiUv0ptv_fPGhiX2iKNpGNSNnytUDxF5Ndn5iG15nJsqled1dMZX0XN0JVD2Y7EKMhXZ3OGA9Xc7MXWi9EEYeOsSdmK9pb_a31cgnVRF5Xwig8b6Kwd2tquuJnqyYBjt2LKS_tW589lbmtX-ANr8UMFIeA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-3.1077703,121.0455008,ChIJvcFKMMPRkC0R-ufcFwqAz-s,Kabupaten Kolaka Utara,Sulawesi Tenggara
