nama_wisata,alamat,rating,jumlah_review,kategori,image,lat,long,place_id
Speed Paisupok - Azzahra Tour & Travel,2QWR+VFG,5.0,6,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEsaAqLERUhha_WOgH5Dv-CiCWNrleD47UEhxKRza5Buw4WA1j9nO19jZVV0D-FVa_uarY1z7lWnINZ3y6KsKJYy7_vNxeKHpzD5Ms7Sf1X0Yea2on3NGxLC_enHFnzheJxqx2rA5P_C4R2pENFDfni3MRujreR_lmXVRI2WQMVa5KtNkj2avZt5lTGyU_c9e4df2yA7F7ay9nn0evtImnJlZLSP0Ewjih9e_-3_GpcWNX-1fwyPimfDK1dCYoQ7_Y44zAbj6rROB4h6yXgueI09-v1Duw_rEzL1ixqCXuTzMvQvCLnJt_oXHiZJg02hZ4lEMLaMo7h9oJPhuPcCI0xBW4nqiTHpCGPK3PvEMNxC8DVcSF7sy8l8J8VVcs6g3l9EO2msSxU4R-vhTMBAINadFuRtTXzX3p-9mkidL6H3JUYGP7Cz8_dvsrox-IdSHwoAzP-zaIrryoxI56BDCAXS5EvvHjrMGSFYBm-Teaa_AWjlz-QVNkUHbJ0tK06M_Jf7ElqQ0pMyNewOc0lQGSse4z9q11FL_yLlJjE8hJn656ioiZEIs2JAZUWWWUfHiZ-EcVI4A-qQ-qaTWCy-UXsGVjRto7pPu3tzF7fD0xHD-RuuVUSmSUCkYzbgkKZLAd70qPLXp5xU_qCiCqlqFJY5Rs&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9532088000000001,122.7913299,ChIJ_U39PwCjhi0RM7unpcSAqPs
SAMUDERA DIVE OPERATOR,"3R53+WPM, Jalan Imam Bonjol, Bungin",5.0,18,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE2amaAUYl4FWDsHD9LRmQsKvXaiHATFAuC90JkaP8LuOGZ01q-9LHDlLPk5NJ4t7g9-M5QpF-pdy_wSrIfzUcljD5_Slq4LJqB3YmjAAnMD-s2I5S7QLRgnzZQv8oEzK-gj-HIJttN9vPTiseDhgAL9H-Eqr8OV0wXPPXXliyr4bsIlIkzIgYAxBYuwwcK1f62l7yRupsBwbHcSdJHNICdL3-U7rnQ50j0foPY6LxjMKh2MAXJBam9cZcKG9kU59PlKIx5mZLjRp2fXTwSTmavb-zn_KDM6kxqatw-umLVVEF6A6YDBwr_fOvnQT5eWf_hLGP6x0Opu3rGgJBcJpRFyyC3Txb2o7VBYT2T2-3V5mvA7DQsaMhYsUaBcipfJgljabGIkxwarfZs3gAWa7vVYFr4TvaPEV5QgXdFUXhzwlM_-sBt2kdmKfHOlzpZFX5P9vZ0D4dCITd15qejwfL50C7-TgrlmgEy5L6QFc_9ezNmeYKeSkB3InrBYPOyzTTnot73-yPwi-cg69H6OqjSnR2o6iTMDGLg2hGzBNuRhY6crCPA6KSEB8Z2s8HdmY2pBK6ewVYSa7jXAhLDF7h5wx0ka8ZoLZocLr5xxuZxvueVbuPJKBy3s0bcQ8Cwth2Xk0cUskbEzHd-oQkmPePluYQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9401501999999999,122.8042903,ChIJBUp2vAKjhi0R-WUy4hb597c
Teluk Lalong Horor,KH. Samanhudi,0.0,0,Wisata Kota / Landmark,,-0.9545155,122.7909996,ChIJWdPjXwChhi0RuaJnwgxDP6I
Monumen Teluk Lalong,KH. Samanhudi,4.8,9,Wisata Budaya & Sejarah,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE-HlnRURX0QsqBgRkEGwKXtbxVqXj1g89PwAYjcdI74p2ox68w8ymtT8xkSKVk_uIoLUzW99CNE22k3X552Jx3pZDDBVVwB1_Aq8ykeQ7i1CvKBiyGS2jEvExAYsOu_v5E_cAlVTEEdcbc1MPb5ijcxC3MxCgyLAKI2XIUYUmO3SkK4q8LH8fWnPFLwLe0GcwMicw_Acqy8LuzI-U963DnvdxxtRvs9mY6KTWQf9xKf-OCz3ujc1kSM1DYBzlt1Md2JmR3dfFVeo7_xcQtA0zBlUOGhV8oyFRsC6XK9EnjUYHjR3sD67I14aE6lFCPr394Plb6r57WTUDS_besAhCPduK_pgKSHsnw3gKT4CKK4bBxoFUFSFPRWvaz5k1TedaDVlotSwSLusY8bsaMUNn1Z7fCRNSNDTvGW2o4C3u5rOI_LuGdRtsfZ9wVUoJwqwUAUKbapnt35sAYGZ8JOKcYdjXQxJKfSuwmYtusBjnDRaRhgtyYBYRccgWdpxt3H4cO58PtshvZ95r2szh8k23UFHmwXyvaCPxtS83Yh2XlfU2j_Q5WSxePqJNTGWLatqGESdMFR-XM5SS7o7eNr5FOCmLjoZHC5C2nBdnNuq10Zr6IQEy4iepDw_tc2OlMeCB9kA4n&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9545376,122.7910248,ChIJD2_nyfChhi0RYF9PK3uxaeI
Teluk Lalong,"Soho, Unnamed Rd, Karaton",4.4,228,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGdRA-Bt8JxsvNnQxvoP-Q-j0KU7S_yuSo662jZnb0IhR4GKx6qbV7BGpSMynDCMqaXz-I3rrSXJ8gz1PzIv287GPc9lQHTTCM6pjsFc3BonQk6nWSd0feR-lrBrZPKLjgag8OqQv6xO7F0vppl6DQMEgNujaYhtns5H5gADFIm3-qXLWiRPsDJ_O7nLEpzocLWnUCSc_JO6_Mac8R4BN-cHdnMQV3TB4P4NquRJF3vwZyJ6npsyNQ09PMIejjiTUZ17OqEMpS8XAoqftdGkEngW8nenRFVuaoko3EUnJzryJI44zWpxYsLLLSha6Cbnq2ejDzwaLPY0hW3VvxoepH5eFksncMOQa_PPSZbDm8FEq2AADSj4z4WRLt9SnKgQcHFRz-E2kF9Igo03q7IgbYYPr0lIKYrvaQfDBDDwXiQv6bNm-veaFlUxf8ffUIgui_HhLpBdTdALmKcFB29hvhGQlGM7dKiLdxD83rz6gxTYkUAygJaQiV0EzJ8mE93yCjfq-xw_SVxwJw3WEs808_D1itrWgco7_5OZG7sotztHeuVNtTEFb04ouLqe4AWtflT_s4dA3BwoYZ-x0x-ZfKycuEtCiblfFGTmTTbu_iy7fTa6H2z2pwxMhB5d_aAu20lUfAT7ppZ2qXin0O_wafzio4&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9544334,122.7952555,ChIJB0NXVf2jhi0RSXeMcrPpaMc
mahkota fruit garden,"3R92+V8, Keleke",5.0,1,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE5KrWXBICSCbzAZSoqUaccsrkJTVJj-cQ6aFWTALVbqC4IYXzUO5QE2cpvcoPxAtSdFwDCK-Cxc3VkLAAvCvndnv10zZCNAAZ9QdywkXTF1ZGdG5NDucEGZhyYz-9yuDXMVMKyuAJ6eIenv48BdCtStiuQf4hB4amDK3KVUXdxZTFxBEWsxKiqrq0QDRlpj0-RtDLgneKfnfWLs9k--CZXhxhmETDpqu4fyUhGqp-qL8ztRXBPWxIA9Ug1T9llq0kkUpW0J_aWLGwhhRkSVcvRlp2UmPKt-8-PtCiX2XS4Qp-ayNsUKjdrtqWSX_IcZZklzZE01F0gTGZa2ZWruBY5R4_t3PAW-D_mAHvoWtJezC05Tl7MmN2MO4ySZUXflc3GWr5_oJPJl-Lremzn-hT6HYs9y8rOj9sSZzjmO4eC49VoSz25_t_xR7rbRY2ELcjd98PSH_nHgDPzdzbXUWj8HAyMz_wZUf0Z7F-M0jQI8ihdNNsyyNp7ymWkrVQi0QeDehRILTLGpWY_BTKDu8UAi0nTI-VWX-Uex39k8Hyecs1ud2jREjzixzb50HKuDq0-xg8TAKDNygl0uLZuScxW6g45y0EyCiJ5dFsfLfa48Eop-aKIj6nyHBvDastPhxvnu1y5zgMVkr8s20j22YwNLPw&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9282608999999997,122.800887,ChIJkTifBwCjhi0R56zDd0ZFWRQ
Warouw,"3RF2+W5, Keleke",0.0,0,Wisata Kota / Landmark,,-0.9252108999999998,122.8008963,ChIJE7erbwCjhi0RQzPuprtqjb8
Uwe Molino,"2QRJ+V5P, Tontouan",4.5,10,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFslIK_dLxnRzTTDEe3BWSEl9WH6JU-R6OTHxDwjPVf4fbfwejwyU2zcoFGZ_RMjIkVf26YPmNXs3qXxUk6fv_okxZ2-cFLEgGZb-rPb0LwcIpFhOuUBzb9fLB076WQd2_3uVqd6Icg2zyhnAwcoUuOyQ6ROBUcfDqbGq7hyKA1Yju4Y82MfuI6HodwYHqDEr6caekpik72-pQOB7HWiBSWAxfRTtxkh9S1WxnBxtf_BJAeqJnhTiHtJAAbe9pkbvOrJP9HkDQu-Y7AJ9NjdPGc3cBdaxgSJDIpw0fwQ3Yke-UnX1o6C_2zmFI116BMrb9heMcsEaiUpqk0dlN8e2uk4ymkcxl1vgrwO_ErA_oTzxLdOmPn5Ru24kpe6JLApDbJOQwrFCrsRcgxmPLcuyiEP83DXsZbK-Eaw60En0ES5iJ7BYXrGaeBC2RTIcSqUi03I8N7_a54wvnc2kIilCF7T8sRg7r6C3HXDRhb7qsxxChk4KeVjM6VFv4oodrIa8HTnGlk6FpAauaDDJyLJRXO7F1HDF6qvnRquUpJQil0NIk72F5uWE6zpDownfVioj5zOAMpWKRPJNb4K-DLZV9NZhw5JdAJ3_D4-hTK-y9Or1_vtwlavpEKwtdad5YrqUQUgA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9577948,122.7804644,ChIJ_9OZgb-hhi0RBcJV4dIQNvc
Pondok Budaya Ayus Piala,"Jln.Plamboyan No.17,Kel, Hanga-Hanga",4.8,6,Wisata Budaya & Sejarah,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEXUtTenbHF3wocpmllYHVdgJyeUkYiygBZFWyzajmTTF09b_vuyWAuRFcXMc7cHXktnJetiG6YQcEjOr8y1rDJug1YbtZ3-arj9XHS-hUdwEAqbzhEazDSCzUP0xDg1FtxBoIY_T3_1gcRvbfcqDofiomfCbJRrlmQHcHhRDdPQg_TMEAKZSPKQvKa93le0vbVjga67zYrZ-OU_4F-xpWRslCZjgh9pRoPJnE-aqf2O0YLvBSWHb4HSdJIOw-8IrLUl4OFvakEw3Us6pjqayBtagI0buX7sldqnAJa7DYSumId0I_pogc1dT3o-HuVMadY17V3S1w&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9616870999999999,122.7830255,ChIJgbggoVGhhi0R5WXHzHbzOW8
Pondok Ladi,"3RX2+WG, Bungin, Kabupaten Banggai",0.0,0,Wisata Kota / Landmark,,-0.9001774,122.8012929,ChIJpzbiSgCjhi0RaEomzhiLUKc
Pondok Jati,"3QPV+RQ6, Bungin, Kabupaten Banggai",0.0,0,Wisata Kota / Landmark,,-0.9134441999999999,122.7939289,ChIJ2cM6egCjhi0RfgKgjlEfCoc
Wisata pinus,"4VRV+J7, Kamumu, Kabupaten Banggai",5.0,1,Wisata Kota / Landmark,,-0.8583879999999999,122.893249,ChIJ_6w0EwC7hi0R6dqa9uf54uY
Wisata Permandian SINTOMU,"5V6F+4GQ, Salodik, Kabupaten Banggai",4.3,6,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEF4xEJ5zWZa0VWgCAvty-FUrk4EQ9UAd1peITqJzQjncrlzARtiZcEemEc9HQ4rO6kYDdE0rrkQ-yzUuVGRgzV4rWK9MHP7lGyEqjLzEDrC68YhNtSlZf68WIMHQUhMzDC5yr2KZlLhtqt92k-hRAaCpcjmsxTLvZrSY9JvPg020hTEtfGLa9q1xs96YvuHp6dTLEaftQ2b2E3E5ztsbSWHTIyYIPflvP1x-3DNqxwOXeCZLXDQpuDGdTZ3Oo2ZqKDykYLKo-KS-HbRYg54atAmr1ZDzNky8hBJmsERhXtuDy-ShVCugwSFF9MVDfZ6GJPqctCJ2WPBxJ5GqNar6277euWqhSO5mLD9iDXm300LLUNif1nurXZfvElZX0q0ZzFw8-XQBzVBxGtra0_I5szPXEU7Mdj8p6vm4UThkN0V0LYWWApNazYSulnEZ8IRTMdTnL3YcW63LkZkv2bna3vSQiZeOyGxbvsTOi5UDftYNT8xWm9LJStKZctv-SPGvX-Lr1XhMe7H_dWEEPI1PP6YocIJXuQou8KxLVJaHwyRKwlBcwMH5HIsEI9E_kOPwlN7p032&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.8396593,122.8738598,ChIJkbSuzPO7hi0R6N7f6zAqm3o
KAMPUNG TANDOS,"4R3P+QM2, Kilongan, Kabupaten Banggai",5.0,1,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFCOnWNTnnB5myXhhgdxawyBnFXvRYWyDvAmwraxc-HYuMaNXgg780iufnXr8xeBS3jwEePYI3OCSbyUJX2kw9cx1Lfyv1sAQyt5zAoM1XmK6CSPUWq5wMqBq2jxGyw-cvtgQUZp9KaQJAWCDhzm0j2G_vzifJKskLOXjwEXiiaVX-QNtpbv2-okz1Ng8FtIT30_RkpshOwIQl3C8p4-UiJAnmvNP-V4outRFU0ykSjA6hnI3v1nLoWETzhyAN3WJE8WhqaN8gzrJ13h2S-kRQMvGYIfMfDWjozXVM-TCMJfCZnr2-f2Til0A8YbdKkCJIo2cOJi7W12CFhAVwwjprbwTcBzRJ2xLzSxe-2HePQIiFkQTV4VkIoLv_yPRfjTPnaVR_XDurBBtN_L5qdYeM1cZWKCD6tg0B-C5xFu54IFLDpIqySXg68_oVtJuwYzjP_zihpa86Dnhs_ypnkCL_JaYHrLrDJIZGoKYKNQmFC-XzVx7qRCsIqqx1yylQGic7Gyz-EeE0gKvySdC1Oy_l14CEylsE7zGB-olusrbV1Uef-hxJG56b1YR8UfNQP9WMiDwJr&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.8956037000000001,122.8366478,ChIJcX4ZLZ6lhi0RNci2AU-Z1Ms
Pantai Kilongan,"Kilongan, Kabupaten Banggai",4.3,13,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFECDFVxDNdcGQm1xsLyZ9QvetUYkIQ7bwRNcQCSR1a5Td6mjssU_3ZiZhaBvVvOxaFroPGuQrAeA6Tzz4wnCMjtbcad44Xa4ccQ6s1s2iCCRiLgMjZLdf2A9lpfeYKCSVLUHfpCHoTZtJsiwoR-LhEKjF0bOi1Ie9k8z36WzYrq3EyBcb6aUvV5IL2TLqQClWyJlT5FGU9YHI0TwG1AoKM_xYUlIzU24-CYO7Jc1mEGmLZnSdDa_JBW4yxaqiPV60RdmDIqxSkX7G8YjHuuAs8ZZweoG2qtEZd52Uc3aQ55yOyiV56P0VuCqID0TicIc_yrPn2xHJBfZqu2GfQvrCqCcuYi94yaddm1_LXpKBSVs72_aLm1tavVXSIvXsptD3N1dRHyVRn454PhlmzLpTv0vi7MObycdITr2832wFqMzKQ3ldgIjT3HKgyJoCfL_ce_1BZw-PaD5hfYPNn8K1GpNbOMvWdW6tFwBCWsYufwwWR_syF6Q4zZtAvrYIui96gzWflPDamQSpNvRmaxahG4ankFS6PigHoz6Vs8z-5ghS_EYOpG9LFZm46doM_ZfX3TA&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-0.9307386,122.8445144,ChIJA5YyKCulhi0RtAUtLFjLja0
Pantai Bandara,"Jl. Dr. Moh. Hatta No.2-4, Bubung, Kabupaten Banggai",5.0,6,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGSBx_LGldlqTB9nCw99Mu02IcYcRhZCujbogqwNbhfhTY67JdE1HclE8CBGtyfZecS97UV3R__IC9t1CdbpPp11XTxr5_TgcSz4mp5jOczRVA_kUV2htVW8ql_P1XkGQ9xMOxJDZqynrZmKEOgY8B8DrirXgbESVxeSuf9MjrKm4Ir_CdNrZSNBxI6rOQgfqPSCTFxLk5r29yb-4R9Z3x3NR8rtdr73ay6v3DtNgY-nOaZ60OHdRKNArYIHtr30RtadgY56eS-t71RMfxGbi09i4MIgkI3oH2fwkAR0Wb1DA5BHsNXTEXiyhbHkdfjGdV9ooS4UIg8LdqOnNc9BvEQqJDeHLScy-nzZKeqUywltJqXV27k5gGidCpdwylwUUryxpnSX1JzaY0AIJNwp_QVEJnVSdVBfklyA3tz5sIX4RwqDnJSjMWWnuBIID37guC4Bvt5MuXmw_aRjzXqHtEty1oq1xms1h-mc9O3qvCGZdh_EUkNLOqAXWHIGW-d3iwTlQ4VJ1kX3xW8OebrjVPlj5Asp3R08xKGfiHC4q315XLuM1CXEx5C6x8sLX35UOlKsL61&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.026349,122.7817386,ChIJZR67gTAfhC0REU2gs7XheFA
Tanjung Gundul,"Pasir Putih, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",4.7,18,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEFMzOEEn1MhAeOtprF0GNIznXOJTtD-Iz27_R1EqukHwOZJHNAkrGyo20yYhgY2xjaJP3tIZVF3yJgwTWnXvNATdfVf5g6r67gVOMWC95HPDRpLMjtoyB94zoeNwf618UuCr4SpcwtxIRC_c-3X28cMpesj79CWqBxPT45WaqR0iQwPu5bOIbeEYMgzN97wfgNl6fDvfEu5L6UmFKPUblpgS7JRjxSyhyW4-0nA7bbOI6Rd4fVeRzDb00GyM4sz6Ng-GaEoTAkRMMPW3ulfG5KBFOpUaQRzBtHYQ5uobCmkS2oGN3xykI3IItowqp2o4PWluPT2N6SIEoHvq8XWzZEtVMe5AT2oXSCK7M_PnholbGvmVaSVwwb886QXnaPgoPPsnkza3J-HeHRDfVGyRShrQPFpx5ciO2tkWZWHyo25PQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.5934274,123.5969434,ChIJg6ukzDcPgy0RaH0JNeBG0TM
Pantai Bongo,"FF6M+83H, Bone Baru, Banggai Utara, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",4.5,15,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHOfq3fjx0-gKWOnbvtUC4zKl1-LMxAUxViLgtG03p8-JaJQRTk1znujcwOUcoH--xXnSaKgnp32cfsP2Z2jT2adzJuUhfaRUzkMmSvNPG1ut32iqfVKJEI9yRhsuGQeLHDrC2NwaUpwkZULp45rIlmWyEuQ3G-dIZH6zjw1EeljCpIdvBe3hCC1RurUdeZznRWgwZsqe62r2kHwevLq-7oxBaS1W_bieOHLYOmc5UrwUo_NtHch5YQCpOaZT1hfEa9OuexH8FDqyp9mJWX8F0YYK-sm6K-Ed8OJ99X1k4OkhqfjbeUvsaDNapuLBDgpf_h9Vnb-Nw0lsrI7bAiTfVxHaqetPzZRKv_9OHY-3YSZKluoJGCe3g1fmps-m7MFZCl0rqPLacjTZabEiUnoSBU2yMWQ33Mx7Dk3R6dswcD0A&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.5391768,123.482747,ChIJP2CL3YkKgy0R889XH6enyJo
pantai oyama,"Lokotoy, Banggai Utara, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",4.6,28,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEEbdZ2M7jeIK0-BRdWISwXDYsJdgWcvnEMcX5skzAm8HFh9w54cbmNrKcZIDhgT__WKaTIx8HNJkEzCtZb1PT5yEIZmlQWM39GD1EgvoEiZGYAKmneK8QMZIOJvs0PQRqXaGKq3Vv1sG3micqiHOfUIhpJP0qaKLNrPu9aNWpwXgIoh2Dwe4w64mlyKKPKmxG7VG2GotRHKfIXldgY0WmXRpe5ak71q_nJJ413VzCrRRuJpZjPi2HdQlFUvdMYXx6-RA8glB6mE0WBb7SWF1DOevi8VBiNVydI57u1Eu2cnDg&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.4813397,123.5248849,ChIJpeHOPciggy0RBbndmF8miwU
Air Terjun Kokungan,"8FMJ+F44, Monsongan, Kec. Banggai Tengah, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",4.5,29,Wisata Alam,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHVfLumQFtPSyxoPVrMqlB2viuxj0cJsgmbdQeehqnNfT7R6eOqyKWiMBG3DJYrnaXXsX5TLCif78eEKIZ3_oyt6rcgoihJPviV8bpodqpvFIn_Vgoae0uJB0bfQuiuurOz4YCL5MeJxVvxPZF6GPPPLc2rBVdDGE64w2SenvtJTxNcUIEaZhanHJk1DiDLisClF5kW05FxYUPI_D9-LweULbbzLAcH98-7wx9LK_y8QH62IFeHkEU6OKDqUzPLBuR0XeBrkBaKSP8DoYJQKsr-COInTFyr7vpGp1G665jKfl5j0HNCFChjWWVuc2YxQIt9IRtjR4OJq5GFKThoR7WA0v9MvQR2W5diKn97I6Swvmgkb6PNA4Tf3ohOX1bRFQbYSA2obc-AnAUVo4AlTub1pqjuE3CKTh1U2ACm6Qw7wmja&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.6663625,123.4803281,ChIJx-CfMmUTgy0RSsPm1VOxSW0
Padang Laya,"9GJW+P8J City, Lambako, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",4.5,30,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE-57DMvS71joI0tQBCH6w666mfrTDjQrYOuahM80wN2Blck1HeGbLk7qUrAx3OkfjYbLI0GAeSmjO1pYGAux5OjMvo4M8YbPxBCm_-2D6rWgJiI9A29tiXjgCx0WCzxoaIRj2kxhNTAtfPvczpunIRrrtuUdJCBOGz-w6puPqJ__hYsRMusXelhACaiiHHahs8inGlxqnZZchTZ7rh48OMzJdwHMxIfZ6DgtXecV-FNGxawwM1iBkBMPH8bCNPwSKhrMfRYx3alALTjTEgz78CRunjXBsN7xiGa9_xL-AQfozveTMfodBio0pPVbcGou6GY9zyNDfnlFr9cioag8MKGlYZ3N9MnykbHCBBElp69j408FWo-pSgWpwqNLQtKsW9Zk5CWBC0K69hNdID999D6nuHDhrhMLuh81kij2E&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.6181625,123.5457656,ChIJBaPrzo0Ogy0RHNbb_cOGwMo
LASA Nature Tourism,"Jl. Trans Peling, Patukuki, Kec. Peling Tengah, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94883, Indonesia",4.3,23,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEGVpJRtPEi7d2u30HXbk9aw3a0rj36a4gb_x612QBS9KEAazf-OYfbjRjZpdk-FE9Wled3GjLVVrMFQRAelgzkKDf4q6BA84cd8XLq6cqm7MidmsyFDM0n8snKtFut1wydkSVNTar559I6DJN-1jmwWfrgsRpAGW7mp3lVL8qLAOjSxqbUnZO_RwO4s-AztzVNyJ-Xd5AgrXwcSQzAk_L4WqHxya6M6NM6JB0CvKmUW8-NIdxcvwOt4umXtQZ1a7UA48oH2n42BJ4jfvh3snVLfi1oRyMY01cXDl6xtR09YkxjncoqKCU1yRo7NSKxa21o0iL3qvuhFjuOBh44xB-Swrjf6NGMgtFKhnULcI2AgJ3wsOReuqogF_M0fiozoe4Jnxsi6Qa7nD5CYtvTryB9LLnrkdbVKsP_w5IPMqZk&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.436606,123.191182,ChIJKQwZdnaFgy0R3DlPOPHYPOw
Bone Pololoba Lopito,"Lopito, Kec. Totikum, Kabupaten Banggai Kepulauan, Sulawesi Tengah, Indonesia",4.2,20,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEE_nvh2zzzufxThXUjK9uRtlAjqsfn-9e0_95DFl9hMwQYyS6fhJOZDJRlPZoGfQWZkWAwSjB975pDgqyev4tq8dZRf1KSd5Fy90Fw34ygjnXat1T7q-gXQ8y4O1ogIxu2g2Ri7YQkYG8Mr56z9e6I0ICsZdQsYSeRVm1cE932lcGf-Q2-shnWR-keE8Aw6ymPiLjdX_GVEhSP_V0Uw_Pe7OaD76U92Y1VM4Z0mLvmJdfq4inYIHyu4ufVBWukY_UVVjzKV60Rg0N-eIEGYMq2sBVqF-eVn3FumTWn6tkMYZd8tXeQF9y9sHsI9Grp7ntzoUPy9W0n3i2ESKHx8y6kJ9OKRqXXl78Ffkhs71AN_TjOBDmZgkI2OjP6hV6i0yDnq5IA-uFYZeT0vcpPiUZ19bBhK7hwG23s_BzBl70nxNQ&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.3680373,123.5353297,ChIJ60AIMxG7gy0RiCpuW7a8jp8
WISATA TANJUNG BANSAL,"7GGW+FXP, Matanga, Kec. Banggai Sel., Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",4.5,4,Wisata Kota / Landmark,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AU_ZVEHo4li3buQyJJTdXLcEM8gsleFGqXC4iSYGu67aUrxWU4Tgp-gl9AXLdepo1vfbWJJyYsgjSRnkudU1woUDGyIYcGFzj8y9sxZ_voLM9dqh4p0devmeN01SMsYLRH8uNc-aDJwcB7TWVob-tQMU3x09hq_bfoS2nAHpUpoI3WgNi_PcU1m2KIMdi4tlpKBBgRPFTOV0R7Kfj0HBbFez_37TnqPuDK-pb9o_4bAxZsQxIdc_jmGH7YbExFTasPS0Q0Mo2DqMfxwn0AfTloXOEMkVsi5SQFpXK4fTp3-xrhfhbYu6dv9SMn1mvRj6unzFN-SadZXhAWi-svqEmNw2kG5IY205kuB9urN-B4MyAUX8NqsbWnkJWINcDbRnjadt-dZ33obhZhOSwqFf9c3jRNBrxG3m2GvkF9UZPj-DsEkZ0NIbh0N3L0oqC-NQp04i&key=AIzaSyCjh9aj5KcL4_aU4229--ATJhvbcTNPmUk,-1.7237954,123.5474433,ChIJHVaGIQAXgy0RSIMi3EY1qgc
